mel_geneID,mel_geneSymbol,mel_chrom,mel_start,mel_end,mel_strand,sim_geneID,sim_geneSymbol,sim_chrom,sim_start,sim_end,sim_strand,orthoDB_groupID,num_mel_geneID_2_sim_geneID,num_sim_geneID_2_mel_geneID,flag_one2one_ortholog
FBgn0053889,His4:CG33889,2L,21484085,21484497,-,FBgn0269028,GD27738,Scf_NODE_42015,2932,3134,-,EOG09190JSK,23,3,0
FBgn0053890,His2B:CG33890,2L,21482504,21483098,-,FBgn0193712,GD22305,Scf_NODE_42015,1449,1884,-,EOG09190JOF,23,1,0
FBgn0053891,His4:CG33891,2L,21479042,21479454,-,FBgn0190477,GD18968,Scf_3R,10757882,10758774,-,EOG09190JSK,23,3,0
FBgn0053891,His4:CG33891,2L,21479042,21479454,-,FBgn0184301,GD12574,Scf_NODE_77604,17,489,-,EOG09190JSK,23,3,0
FBgn0053891,His4:CG33891,2L,21479042,21479454,-,FBgn0269028,GD27738,Scf_NODE_42015,2932,3134,-,EOG09190JSK,23,3,0
FBgn0053892,His2B:CG33892,2L,21477461,21478055,-,FBgn0193712,GD22305,Scf_NODE_42015,1449,1884,-,EOG09190JOF,23,1,0
FBgn0053893,His4:CG33893,2L,21473999,21474411,-,FBgn0190477,GD18968,Scf_3R,10757882,10758774,-,EOG09190JSK,23,3,0
FBgn0053893,His4:CG33893,2L,21473999,21474411,-,FBgn0184301,GD12574,Scf_NODE_77604,17,489,-,EOG09190JSK,23,3,0
FBgn0053893,His4:CG33893,2L,21473999,21474411,-,FBgn0269028,GD27738,Scf_NODE_42015,2932,3134,-,EOG09190JSK,23,3,0
FBgn0053894,His2B:CG33894,2L,21472418,21473012,-,FBgn0193712,GD22305,Scf_NODE_42015,1449,1884,-,EOG09190JOF,23,1,0
FBgn0053895,His4:CG33895,2L,21468956,21469368,-,FBgn0190477,GD18968,Scf_3R,10757882,10758774,-,EOG09190JSK,23,3,0
FBgn0053895,His4:CG33895,2L,21468956,21469368,-,FBgn0184301,GD12574,Scf_NODE_77604,17,489,-,EOG09190JSK,23,3,0
FBgn0053895,His4:CG33895,2L,21468956,21469368,-,FBgn0269028,GD27738,Scf_NODE_42015,2932,3134,-,EOG09190JSK,23,3,0
FBgn0053896,His2B:CG33896,2L,21467375,21467969,-,FBgn0193712,GD22305,Scf_NODE_42015,1449,1884,-,EOG09190JOF,23,1,0
FBgn0053897,His4:CG33897,2L,21463913,21464325,-,FBgn0190477,GD18968,Scf_3R,10757882,10758774,-,EOG09190JSK,23,3,0
FBgn0053897,His4:CG33897,2L,21463913,21464325,-,FBgn0184301,GD12574,Scf_NODE_77604,17,489,-,EOG09190JSK,23,3,0
FBgn0053897,His4:CG33897,2L,21463913,21464325,-,FBgn0269028,GD27738,Scf_NODE_42015,2932,3134,-,EOG09190JSK,23,3,0
FBgn0053898,His2B:CG33898,2L,21462332,21462926,-,FBgn0193712,GD22305,Scf_NODE_42015,1449,1884,-,EOG09190JOF,23,1,0
FBgn0053899,His4:CG33899,2L,21458853,21459265,-,FBgn0190477,GD18968,Scf_3R,10757882,10758774,-,EOG09190JSK,23,3,0
FBgn0053899,His4:CG33899,2L,21458853,21459265,-,FBgn0184301,GD12574,Scf_NODE_77604,17,489,-,EOG09190JSK,23,3,0
FBgn0053899,His4:CG33899,2L,21458853,21459265,-,FBgn0269028,GD27738,Scf_NODE_42015,2932,3134,-,EOG09190JSK,23,3,0
FBgn0053900,His2B:CG33900,2L,21457272,21457866,-,FBgn0193712,GD22305,Scf_NODE_42015,1449,1884,-,EOG09190JOF,23,1,0
FBgn0053901,His4:CG33901,2L,21453790,21454202,-,FBgn0190477,GD18968,Scf_3R,10757882,10758774,-,EOG09190JSK,23,3,0
FBgn0053901,His4:CG33901,2L,21453790,21454202,-,FBgn0184301,GD12574,Scf_NODE_77604,17,489,-,EOG09190JSK,23,3,0
FBgn0053901,His4:CG33901,2L,21453790,21454202,-,FBgn0269028,GD27738,Scf_NODE_42015,2932,3134,-,EOG09190JSK,23,3,0
FBgn0053902,His2B:CG33902,2L,21452211,21452805,-,FBgn0193712,GD22305,Scf_NODE_42015,1449,1884,-,EOG09190JOF,23,1,0
FBgn0053903,His4:CG33903,2L,21439589,21440001,-,FBgn0190477,GD18968,Scf_3R,10757882,10758774,-,EOG09190JSK,23,3,0
FBgn0053903,His4:CG33903,2L,21439589,21440001,-,FBgn0184301,GD12574,Scf_NODE_77604,17,489,-,EOG09190JSK,23,3,0
FBgn0053903,His4:CG33903,2L,21439589,21440001,-,FBgn0269028,GD27738,Scf_NODE_42015,2932,3134,-,EOG09190JSK,23,3,0
FBgn0053904,His2B:CG33904,2L,21438170,21438764,-,FBgn0193712,GD22305,Scf_NODE_42015,1449,1884,-,EOG09190JOF,23,1,0
FBgn0053905,His4:CG33905,2L,21434703,21435115,-,FBgn0190477,GD18968,Scf_3R,10757882,10758774,-,EOG09190JSK,23,3,0
FBgn0053905,His4:CG33905,2L,21434703,21435115,-,FBgn0184301,GD12574,Scf_NODE_77604,17,489,-,EOG09190JSK,23,3,0
FBgn0053905,His4:CG33905,2L,21434703,21435115,-,FBgn0269028,GD27738,Scf_NODE_42015,2932,3134,-,EOG09190JSK,23,3,0
FBgn0053906,His2B:CG33906,2L,21433122,21433716,-,FBgn0193712,GD22305,Scf_NODE_42015,1449,1884,-,EOG09190JOF,23,1,0
FBgn0053907,His4:CG33907,2L,21429655,21430066,-,FBgn0190477,GD18968,Scf_3R,10757882,10758774,-,EOG09190JSK,23,3,0
FBgn0053907,His4:CG33907,2L,21429655,21430066,-,FBgn0184301,GD12574,Scf_NODE_77604,17,489,-,EOG09190JSK,23,3,0
FBgn0053907,His4:CG33907,2L,21429655,21430066,-,FBgn0269028,GD27738,Scf_NODE_42015,2932,3134,-,EOG09190JSK,23,3,0
FBgn0053908,His2B:CG33908,2L,21428075,21428669,-,FBgn0193712,GD22305,Scf_NODE_42015,1449,1884,-,EOG09190JOF,23,1,0
FBgn0053909,His4:CG33909,2L,21419531,21419943,-,FBgn0190477,GD18968,Scf_3R,10757882,10758774,-,EOG09190JSK,23,3,0
FBgn0053909,His4:CG33909,2L,21419531,21419943,-,FBgn0184301,GD12574,Scf_NODE_77604,17,489,-,EOG09190JSK,23,3,0
FBgn0053909,His4:CG33909,2L,21419531,21419943,-,FBgn0269028,GD27738,Scf_NODE_42015,2932,3134,-,EOG09190JSK,23,3,0
FBgn0053910,His2B:CG33910,2L,21418112,21418706,-,FBgn0193712,GD22305,Scf_NODE_42015,1449,1884,-,EOG09190JOF,23,1,0
FBgn0053912,CG33912,3L,20754976,20755685,-,FBgn0183905,GD12168,Scf_3L,20207812,20208784,-,EOG09190GEP,1,1,1
FBgn0053914,CG33914,2R,7036768,7039050,-,FBgn0182052,GD10279,Scf_2R,3773311,3775385,-,EOG09190H9X,1,1,1
FBgn0053919,CG33919,2R,6623832,6624577,-,FBgn0196923,GD25638,Scf_2R,11629529,11630171,-,EOG09190FUA,2,2,0
FBgn0053919,CG33919,2R,6623832,6624577,-,FBgn0182095,GD10323,Scf_2R,3374891,3376014,-,EOG09190FUA,2,2,0
FBgn0053920,CG33920,3R,31044391,31045105,-,FBgn0192244,GD20780,Scf_3R,15617490,15618471,+,EOG09190GZ9,2,3,0
FBgn0053920,CG33920,3R,31044391,31045105,-,FBgn0188255,GD16665,Scf_3R,26181921,26182718,-,EOG09190GZ9,2,3,0
FBgn0053920,CG33920,3R,31044391,31045105,-,FBgn0188265,GD16676,Scf_3R,26180982,26181714,-,EOG09190GZ9,2,3,0
FBgn0053922,CG33922,2L,1343443,1344171,-,FBgn0194310,GD22916,Scf_2L,1279375,1280120,-,EOG09190H3M,3,3,0
FBgn0053922,CG33922,2L,1343443,1344171,-,FBgn0194309,GD22915,Scf_2L,1281435,1282138,-,EOG09190H3M,3,3,0
FBgn0053922,CG33922,2L,1343443,1344171,-,FBgn0184966,GD13246,Scf_3L,4499727,4500497,-,EOG09190H3M,3,3,0
FBgn0053923,CG33923,2L,1341365,1342095,-,FBgn0194310,GD22916,Scf_2L,1279375,1280120,-,EOG09190H3M,3,3,0
FBgn0053923,CG33923,2L,1341365,1342095,-,FBgn0194309,GD22915,Scf_2L,1281435,1282138,-,EOG09190H3M,3,3,0
FBgn0053923,CG33923,2L,1341365,1342095,-,FBgn0184966,GD13246,Scf_3L,4499727,4500497,-,EOG09190H3M,3,3,0
FBgn0053926,CG33926,3L,9443232,9446388,+,FBgn0270194,GD28904,Scf_3L,9206950,9208586,+,EOG09190M05,1,1,1
FBgn0053927,CG33927,3R,4689951,4690608,-,FBgn0191155,GD19664,Scf_3R,461340,462319,-,EOG09190GAB,1,1,1
FBgn0053928,CG33928,2L,17435891,17436600,-,FBgn0193289,GD21871,Scf_2L,16955236,16956213,-,EOG09190G7Y,1,1,1
FBgn0053958,CG33958,2R,18184382,18192851,-,FBgn0196702,GD25406,Scf_2R,14707649,14717214,-,EOG091904EH,1,1,1
FBgn0053964,CG33964,2R,12182639,12185506,+,FBgn0068671,GD15405,Scf_2R,8775549,8777700,+,EOG091906IC,1,1,1
FBgn0053965,CG33965,3L,1232882,1234015,+,FBgn0270721,GD29431,Scf_3L,1157784,1158989,+,EOG09190BR9,1,1,1
FBgn0053966,CG33966,3L,1234130,1235420,+,FBgn0185305,GD13595,Scf_3L,1159065,1160361,+,EOG09190BIE,1,1,1
FBgn0053969,CG33969,3L,20391685,20393553,-,FBgn0183931,GD12195,Scf_3L,19852056,19853904,-,EOG091908MA,1,1,1
FBgn0053970,CG33970,3R,26318355,26362588,+,FBgn0192718,GD21277,Scf_3R,21628697,21672713,+,EOG0919033R,1,1,1
FBgn0053971,Ir62a,3L,1529439,1531259,-,FBgn0268170,GD26880,Scf_3L,1439356,1441487,-,EOG091905UG,1,1,1
FBgn0053977,CG33977,3R,13402559,13403051,-,FBgn0268077,GD26787,Scf_3R,11951101,11951599,+,EOG09190KBB,1,1,1
FBgn0053978,CG33978,4,157575,175639,-,FBgn0270604,GD29314,Scf_4,136330,143407,-,EOG091900C0,1,1,1
FBgn0053983,obst-H,3L,15528265,15529243,-,FBgn0189120,GD17570,Scf_3L,15154980,15156798,-,EOG09190G2Z,1,1,1
FBgn0053985,CG33985,3L,15525891,15526812,-,FBgn0184283,GD12556,Scf_3L,15152617,15153528,-,EOG09190H2Q,1,1,1
FBgn0053986,CG33986,3L,15524325,15525253,-,FBgn0184284,GD12557,Scf_3L,15151030,15151948,-,EOG09190DNJ,1,1,1
FBgn0053988,Mid1,2R,24695378,24736657,-,FBgn0196239,GD24924,Scf_2R,21013835,21041729,-,EOG091908WJ,1,1,1
FBgn0053993,CG33993,3L,5933036,5950658,-,FBgn0184887,GD13165,Scf_3L,5839668,5857167,-,EOG09190B9O,1,1,1
FBgn0053995,CG33995,2L,5043270,5048365,+,FBgn0189455,GD17909,Scf_2L,4857789,4859728,+,EOG09190IE1,1,1,1
FBgn0053998,CG33998,2R,18738492,18739143,+,FBgn0183155,GD11406,Scf_2R,15229371,15230082,+,EOG09190JEZ,1,1,1
FBgn0054001,CG34001,3L,10631079,10634612,+,FBgn0185934,GD14249,Scf_3L,10371151,10374672,+,EOG09190HNA,1,1,1
FBgn0054002,CG34002,3L,17858474,17860482,+,FBgn0186407,GD14732,Scf_3L,17430994,17432839,+,EOG09190CY7,1,2,0
FBgn0054002,CG34002,3L,17858474,17860482,+,FBgn0182588,GD10825,Scf_2R,1090822,1092661,+,EOG09190CY7,1,2,0
FBgn0054003,NimB3,2L,13967464,13967985,-,FBgn0193439,GD22026,Scf_2L,13505457,13505994,-,EOG09190ITG,1,1,1
FBgn0054005,CG34005,2R,18048108,18048909,+,FBgn0183082,GD11333,Scf_2R,14580337,14581153,+,EOG09190H1D,1,1,1
FBgn0054007,CG34007,2L,20495030,20495758,+,FBgn0195609,GD24261,Scf_2L,19912321,19913521,+,EOG09190JNW,1,1,1
FBgn0054008,CG34008,3R,20580683,20581522,-,FBgn0191534,GD20053,Scf_3R,4899575,4900480,+,EOG09190FED,1,1,1
FBgn0054010,CG34010,2L,8009603,8010652,-,FBgn0193850,GD22447,Scf_2L,7746867,7748017,-,EOG09190DXH,1,1,1
FBgn0054011,CG34011,2L,5716701,5718067,+,FBgn0194744,GD23358,Scf_2L,5521346,5522934,+,EOG09190DR6,1,1,1
FBgn0054012,CG34012,3L,11108820,11109505,-,FBgn0184548,GD12823,Scf_3L,10844213,10844959,-,EOG09190H5L,1,1,1
FBgn0054015,CG34015,X,16447568,16448302,-,FBgn0187409,GD15748,Scf_X,15439405,15440297,-,EOG09190I2K,1,1,1
FBgn0054021,CG34021,2R,12336890,12337718,+,FBgn0182621,GD10858,Scf_2R,8929621,8930268,+,EOG09190I1Q,1,1,1
FBgn0054025,CG34025,3L,2959722,2961049,-,FBgn0185080,GD13366,Scf_3L,2834168,2835874,-,EOG09190C6D,1,1,1
FBgn0054026,CG34026,X,9533818,9534625,+,FBgn0196097,GD24776,Scf_X,8960454,8960972,+,EOG09190JEB,1,1,1
FBgn0054027,CG34027,3R,25103670,25109032,-,FBgn0189770,GD18236,Scf_3R,20439664,20445158,-,EOG091900K1,1,1,1
FBgn0054028,CG34028,X,9511524,9512162,+,FBgn0270875,GD29585,Scf_X,8938593,8939448,+,EOG09190GPT,1,1,1
FBgn0054029,CG34029,2R,21970767,21971285,-,FBgn0196469,GD25157,Scf_2R,18351412,18352027,-,EOG09190JFK,1,1,1
FBgn0054030,CG34030,3L,7073476,7075247,-,FBgn0184814,GD13092,Scf_3L,6931677,6935461,-,EOG09190GBQ,1,1,1
FBgn0054031,CG34031,3L,23174446,23185750,+,FBgn0268887,GD27597,Scf_2L,21770706,21771293,+,EOG09190GD6,1,3,0
FBgn0054031,CG34031,3L,23174446,23185750,+,FBgn0268142,GD26852,Scf_3L,22477558,22481867,+,EOG09190GD6,1,3,0
FBgn0054031,CG34031,3L,23174446,23185750,+,FBgn0270548,GD29258,Scf_2R,148405,148992,-,EOG09190GD6,1,3,0
FBgn0054033,CG34033,2R,9820563,9821186,+,FBgn0182451,GD10686,Scf_2R,6485852,6486509,+,EOG09190HEU,1,1,1
FBgn0054034,CG34034,3R,21738345,21739110,-,FBgn0190030,GD18507,Scf_3R,17083288,17084015,-,EOG09190IKJ,1,1,1
FBgn0054038,CG34038,2R,25167659,25169855,+,FBgn0183659,GD11920,Scf_2R,21456796,21459202,+,EOG09190EY0,1,1,1
FBgn0054039,CG34039,3L,14560000,14562613,+,FBgn0186174,GD14492,Scf_3L,14205414,14208135,+,EOG09190GN7,1,1,1
FBgn0054040,CG34040,2R,21832501,21833551,-,FBgn0196475,GD25163,Scf_2R,18213322,18214505,-,EOG09190FKE,1,1,1
FBgn0054041,CG34041,3R,30508023,30510146,+,FBgn0192951,GD21525,Scf_3R,25653886,25656085,+,EOG091906VE,1,1,1
FBgn0054043,CG34043,2L,10278951,10280872,-,FBgn0193689,GD22281,Scf_2L,9956643,9958576,-,EOG09190BPX,1,1,1
FBgn0054045,CG34045,2R,19330889,19335188,+,FBgn0183194,GD11445,Scf_2R,15825463,15829863,+,EOG09190HT3,1,1,1
FBgn0054049,CG34049,2L,2264231,2265321,-,FBgn0194243,GD22849,Scf_2L,2158963,2160144,-,EOG09190DG1,1,1,1
FBgn0054051,CG34051,2L,19960069,19961030,-,FBgn0193149,GD21727,Scf_2L,19418478,19419438,-,EOG09190GJ1,1,1,1
FBgn0054054,CG34054,2R,11409810,11410438,-,FBgn0186919,GD15251,Scf_2R,8006741,8007792,-,EOG09190J7C,1,1,1
FBgn0054056,CG34056,3L,895951,897364,+,FBgn0185292,GD13582,Scf_3L,849269,853027,+,EOG09190D5B,1,1,1
FBgn0054057,CG34057,3L,897380,898772,+,FBgn0268591,GD27301,Scf_3L,853042,854512,+,EOG09190B2P,1,1,1
FBgn0058002,ND-AGGG,3L,24976254,24977118,+,FBgn0268348,GD27058,Scf_2R,34846,35336,+,EOG09190JIZ,2,4,0
FBgn0058002,ND-AGGG,3L,24976254,24977118,+,FBgn0268218,GD26928,Scf_2L,22711301,22711973,-,EOG09190JIZ,2,4,0
FBgn0058002,ND-AGGG,3L,24976254,24977118,+,FBgn0269647,GD28357,Scf_2L,22590373,22591045,-,EOG09190JIZ,2,4,0
FBgn0058002,ND-AGGG,3L,24976254,24977118,+,FBgn0270324,GD29034,Scf_2R,256749,257239,+,EOG09190JIZ,2,4,0
FBgn0058006,CG40006,2L,22622417,22756349,-,FBgn0269925,GD28635,Scf_2L,21967608,21968537,-,EOG091904X5,1,2,0
FBgn0058006,CG40006,2L,22622417,22756349,-,FBgn0189292,GD17743,Scf_2L,22066121,22227800,-,EOG091904X5,1,2,0
FBgn0058045,CG40045,3L,24028515,24035859,+,FBgn0183697,GD11958,Scf_2R,1011786,1015633,+,EOG09190H1O,1,1,1
FBgn0058160,CG40160,3L,26215815,26229433,+,FBgn0194015,GD22614,Scf_2R,312330,327629,-,EOG09190ANR,1,1,1
FBgn0058191,CG40191,2R,1264140,1267747,+,FBgn0186812,GD15142,Scf_2R,1471981,1474362,+,EOG09190D3W,1,1,1
FBgn0058198,CG40198,3R,4160610,4162235,-,FBgn0269409,GD28119,Scf_2L,22441279,22442159,+,EOG09190K8Z,1,2,0
FBgn0058198,CG40198,3R,4160610,4162235,-,FBgn0269048,GD27758,Scf_2R,1311593,1312473,+,EOG09190K8Z,1,2,0
FBgn0058263,MFS17,2R,2494742,2565385,-,FBgn0269784,GD28494,Scf_NODE_22030,3676,5221,+,EOG091907AG,1,1,1
FBgn0058298,CG40298,3L,23726829,23727989,+,FBgn0268180,GD26890,Scf_3L,23012114,23013303,+,EOG09190B2T,1,1,1
FBgn0058439,CG40439,2L,22797519,22798276,-,FBgn0268976,GD27686,Scf_2L,22424924,22425705,-,EOG09190HKF,1,1,1
FBgn0058470,CG40470,3L,23839860,23986410,-,FBgn0269968,GD28678,Scf_3L,23044114,23080115,-,EOG09190303,1,1,1
FBgn0060296,pain,2R,24921505,24928275,-,FBgn0196225,GD24909,Scf_2R,21226097,21233698,-,EOG091901ZC,1,1,1
FBgn0061196,CG15468,X,4959929,4961128,-,FBgn0268519,GD27229,Scf_X,4519050,4520514,-,EOG09190DOU,1,1,1
FBgn0061197,CG13164,2R,12302544,12306269,-,FBgn0197130,GD25850,Scf_2R,8896721,8900312,-,EOG091907Q5,1,1,1
FBgn0061198,HSPC300,2R,24027717,24028789,-,FBgn0189417,GD17870,Scf_2R,20371451,20372432,-,EOG09190KAW,1,1,1
FBgn0061200,Nup153,X,16599241,16610459,+,FBgn0086002,Nup153,Scf_X,15582392,15592310,+,EOG091901KH,1,1,1
FBgn0061209,His2B:CG17949,2L,21423014,21423608,-,FBgn0193712,GD22305,Scf_NODE_42015,1449,1884,-,EOG09190JOF,23,1,0
FBgn0061356,CG18003,2R,10883547,10884936,+,FBgn0182526,GD10762,Scf_2R,7510645,7512314,+,EOG09190BO8,1,1,1
FBgn0061359,CG33671,2R,12634166,12636141,-,FBgn0197107,GD25827,Scf_2R,9230493,9232463,-,EOG09190A11,1,1,1
FBgn0061360,CG33672,2R,12634166,12636141,-,FBgn0197106,GD25826,Scf_2R,9230493,9232487,-,EOG09190KEG,1,1,1
FBgn0061361,CG33786,2R,20642466,20643785,-,FBgn0196573,GD25261,Scf_2R,17054779,17055582,-,EOG09190BYP,1,1,1
FBgn0061362,CG33785,2R,20642466,20643785,-,FBgn0196572,GD25260,Scf_2R,17055542,17056031,-,EOG09190IP8,1,1,1
FBgn0061435,CG30270,2R,22784304,22784932,+,FBgn0189920,GD18394,Scf_2R,19155097,19155757,+,EOG09190HMG,1,1,1
FBgn0061469,Ube3a,3L,11206422,11210583,-,FBgn0184539,GD12813,Scf_3L,10940316,10944238,-,EOG0919024T,1,1,1
FBgn0061476,Zwilch,3R,31210966,31213376,-,FBgn0188151,GD16546,Scf_3R,26340979,26343344,-,EOG091905Q7,1,1,1
FBgn0061492,loj,3L,6094987,6096517,+,FBgn0185631,GD13935,Scf_3L,5997565,5999210,+,EOG09190E2R,1,1,1
FBgn0061515,endos,3L,14029579,14031706,-,FBgn0184363,GD12636,Scf_3L,13694028,13695943,-,EOG09190JFU,1,1,1
FBgn0062411,Ctr1C,3R,30963290,30964320,-,FBgn0188308,GD16719,Scf_3R,26100138,26101197,-,EOG09190C2Q,1,1,1
FBgn0062412,Ctr1B,3R,8317612,8319205,+,FBgn0186814,GD15144,Scf_3R,16821943,16823989,-,EOG09190GXZ,1,1,1
FBgn0062413,Ctr1A,X,6661647,6668258,+,FBgn0188399,GD16812,Scf_X,6146232,6152700,+,EOG09190GWA,1,1,1
FBgn0062440,EMRE,2R,18147297,18147997,-,FBgn0196709,GD25414,Scf_2R,14670311,14671504,-,EOG09190JKG,1,1,1
FBgn0062442,Cisd2,3R,29222217,29223428,-,FBgn0189452,GD17906,Scf_3R,24406287,24407529,-,EOG09190HYB,1,1,1
FBgn0062449,CG13197,2R,11691285,11697785,+,FBgn0182573,GD10810,Scf_2R,8282728,8286971,+,EOG09190A1J,1,1,1
FBgn0062517,CG16984,3L,2595781,2596998,+,FBgn0185402,GD13694,Scf_3L,2482735,2484029,+,EOG09190C94,1,1,1
FBgn0062565,Or19b,X,20094398,20095767,+,FBgn0196583,GD25271,Scf_NODE_19857,1855,3287,+,EOG091909RQ,2,1,0
FBgn0063261,CG31275,3R,16750741,16751334,-,FBgn0191745,GD20269,Scf_3R,8673179,8673646,+,EOG09190JH9,1,1,1
FBgn0063368,Gpb5,2L,23311700,23312464,+,FBgn0268960,GD27670,Scf_NODE_54872,3802,4963,+,EOG09190H9Y,1,1,1
FBgn0063485,Lasp,3L,16676406,16711677,-,FBgn0184179,GD12448,Scf_3L,16266673,16295105,-,EOG09190B10,1,1,1
FBgn0063491,GstE9,2R,18409048,18409835,+,FBgn0183127,GD11378,Scf_2R,14921700,14922495,+,EOG09190F4X,1,1,1
FBgn0063492,GstE8,2R,18407834,18408955,+,FBgn0183125,GD11376,Scf_2R,14919367,14920246,+,EOG09190F0Q,4,4,0
FBgn0063492,GstE8,2R,18407834,18408955,+,FBgn0183123,GD11374,Scf_2R,14917124,14917869,+,EOG09190F0Q,4,4,0
FBgn0063492,GstE8,2R,18407834,18408955,+,FBgn0183124,GD11375,Scf_2R,14918464,14919221,+,EOG09190F0Q,4,4,0
FBgn0063492,GstE8,2R,18407834,18408955,+,FBgn0183126,GD11377,Scf_2R,14920257,14921064,+,EOG09190F0Q,4,4,0
FBgn0063493,GstE7,2R,18406924,18407688,+,FBgn0183125,GD11376,Scf_2R,14919367,14920246,+,EOG09190F0Q,4,4,0
FBgn0063493,GstE7,2R,18406924,18407688,+,FBgn0183123,GD11374,Scf_2R,14917124,14917869,+,EOG09190F0Q,4,4,0
FBgn0063493,GstE7,2R,18406924,18407688,+,FBgn0183124,GD11375,Scf_2R,14918464,14919221,+,EOG09190F0Q,4,4,0
FBgn0063493,GstE7,2R,18406924,18407688,+,FBgn0183126,GD11377,Scf_2R,14920257,14921064,+,EOG09190F0Q,4,4,0
FBgn0063494,GstE6,2R,18406011,18406761,+,FBgn0183125,GD11376,Scf_2R,14919367,14920246,+,EOG09190F0Q,4,4,0
FBgn0063494,GstE6,2R,18406011,18406761,+,FBgn0183123,GD11374,Scf_2R,14917124,14917869,+,EOG09190F0Q,4,4,0
FBgn0063494,GstE6,2R,18406011,18406761,+,FBgn0183124,GD11375,Scf_2R,14918464,14919221,+,EOG09190F0Q,4,4,0
FBgn0063494,GstE6,2R,18406011,18406761,+,FBgn0183126,GD11377,Scf_2R,14920257,14921064,+,EOG09190F0Q,4,4,0
FBgn0063495,GstE5,2R,18404605,18405338,+,FBgn0183125,GD11376,Scf_2R,14919367,14920246,+,EOG09190F0Q,4,4,0
FBgn0063495,GstE5,2R,18404605,18405338,+,FBgn0183123,GD11374,Scf_2R,14917124,14917869,+,EOG09190F0Q,4,4,0
FBgn0063495,GstE5,2R,18404605,18405338,+,FBgn0183124,GD11375,Scf_2R,14918464,14919221,+,EOG09190F0Q,4,4,0
FBgn0063495,GstE5,2R,18404605,18405338,+,FBgn0183126,GD11377,Scf_2R,14920257,14921064,+,EOG09190F0Q,4,4,0
FBgn0063496,GstE4,2R,18403248,18404086,+,FBgn0183122,GD11373,Scf_2R,14915708,14916561,+,EOG09190EUE,1,1,1
FBgn0063497,GstE3,2R,18400713,18401467,+,FBgn0269523,GD28233,Scf_2R,14912204,14912971,+,EOG09190EYM,1,1,1
FBgn0063498,GstE2,2R,18399486,18400375,+,FBgn0269354,GD28064,Scf_2R,14910968,14911772,+,EOG09190EX1,1,2,0
FBgn0063498,GstE2,2R,18399486,18400375,+,FBgn0183121,GD11372,Scf_2R,14914624,14915457,+,EOG09190EX1,1,2,0
FBgn0063499,GstE10,2R,18396638,18398519,-,FBgn0196690,GD25394,Scf_2R,14905568,14907633,-,EOG09190E4K,1,1,1
FBgn0063649,CG6006,3R,16154982,16171766,+,FBgn0190584,GD19077,Scf_3R,9253962,9270690,-,EOG091904RS,1,1,1
FBgn0063667,CG32335,3L,1201871,1203036,-,FBgn0185203,GD13492,Scf_3L,1132426,1133801,-,EOG09190CH3,2,2,0
FBgn0063667,CG32335,3L,1201871,1203036,-,FBgn0185202,GD13491,Scf_3L,1133883,1135369,-,EOG09190CH3,2,2,0
FBgn0063670,CG40228,3L,27082091,27083906,-,FBgn0196673,GD25376,Scf_X,20302747,20303207,+,EOG09190KCN,1,1,1
FBgn0063923,Kaz1-ORFB,3L,216625,218058,+,FBgn0185266,GD13556,Scf_3L,187727,188461,+,EOG09190JV2,1,1,1
FBgn0064115,GatC,2L,13831482,13833105,-,FBgn0193449,GD22036,Scf_2L,13379908,13380523,-,EOG09190HVQ,1,1,1
FBgn0064116,CG33713,X,21317936,21319296,-,FBgn0187168,GD15501,Scf_X,19910225,19911560,-,EOG09190EDG,1,1,1
FBgn0064117,SLIRP1,X,21317936,21319296,-,FBgn0187167,GD15500,Scf_X,19910225,19911584,-,EOG09190JST,1,1,1
FBgn0064119,CG33934,3R,20042757,20048716,+,FBgn0190838,GD19336,Scf_3R,5410084,5412991,-,EOG091905UR,1,1,1
FBgn0064123,stg1,X,21093844,21111417,+,FBgn0196199,GD24883,Scf_X,19678676,19696168,+,EOG09190BM6,1,1,1
FBgn0064126,CG33722,3R,8244055,8248054,+,FBgn0190045,GD18522,Scf_3R,16895574,16897300,-,EOG09190792,1,1,1
FBgn0064225,RpL5,2L,22532279,22536884,-,FBgn0270462,GD29172,Scf_2L,21605790,21607604,-,EOG09190C0G,1,1,1
FBgn0064237,Idgf5,2R,18393666,18395282,+,FBgn0183118,GD11369,Scf_2R,14903541,14905196,+,EOG091909MS,1,1,1
FBgn0064766,CG7600,3L,11210786,11214097,+,FBgn0185981,GD14296,Scf_3L,10944451,10947763,+,EOG091902A8,1,1,1
FBgn0064912,CG31178,3R,21873739,21874922,+,FBgn0083455,GD20903,Scf_3R,17237073,17238234,+,EOG09190H0Y,1,1,1
FBgn0065032,Arpc3B,X,17104571,17105852,-,FBgn0187364,GD15703,Scf_X,16104152,16105435,-,EOG09190GJR,1,1,1
FBgn0065035,AlkB,X,15858134,15859487,-,FBgn0196000,GD24673,Scf_X,14909350,14910626,-,EOG09190EWH,1,1,1
FBgn0065108,ppk16,2L,9771155,9775030,-,FBgn0193743,GD22336,Scf_2L,9453523,9455519,-,EOG091905RS,1,1,1
FBgn0065109,ppk11,2L,9771155,9775030,-,FBgn0193742,GD22335,Scf_2L,9455511,9457982,-,EOG09190AU0,1,1,1
FBgn0065110,ppk10,2L,10450134,10452396,-,FBgn0193663,GD22255,Scf_2L,10129115,10131443,-,EOG091907BN,1,1,1
