gene_id,flag_zea_mays_paralog_hoopes,orthogroup_hoopes,freq_pav_hoopes,flag_pav,flag_detect_shrtRd_rsem_B73,flag_detect_shrtRd_rsem_C123,flag_detect_shrtRd_rsem_Hp301,flag_detect_shrtRd_rsem_Mo17,flag_detect_shrtRd_rsem_NC338,flag_detect_ccs_B73,flag_detect_ccs_C123,flag_detect_ccs_Hp301,flag_detect_ccs_Mo17,flag_detect_ccs_NC338,flag_detect_shrtRd_genomeAln_B73,flag_detect_shrtRd_genomeAln_C123,flag_detect_shrtRd_genomeAln_Hp301,flag_detect_shrtRd_genomeAln_Mo17,flag_detect_shrtRd_genomeAln_NC338,flag_detect_B73,flag_detect_C123,flag_detect_Hp301,flag_detect_Mo17,flag_detect_NC338,flag_detect_num_geno_gt0_lt5,num_detect_genotype,flag_analyze_B73,flag_analyze_C123,flag_analyze_Hp301,flag_analyze_Mo17,flag_analyze_NC338,sum_analyze,mean_B73_Amb,mean_B73_Ele,mean_C123_Amb,mean_C123_Ele,mean_Hp301_Amb,mean_Hp301_Ele,mean_Mo17_Amb,mean_Mo17_Ele,mean_NC338_Amb,mean_NC338_Ele,flag_no_assoc_v5_gene,flag_no_assoc_pangene,flag_core,flag_near_core,flag_dispensable,flag_private,flag_any_tandem_dup,flag_temperate_tandem_dup,pangene_class
Zm00001d050781,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,7.599166666666665,8.998333333333337,15.755833333333333,24.49416666666667,18.586666666666666,23.403333333333336,16.766666666666666,19.940833333333327,30.59,38.86583333333333,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d050785,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,10.578333333333337,18.94,12.7825,27.96833333333333,9.313333333333334,32.74083333333333,14.808333333333332,24.92,17.363333333333333,63.19666666666666,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d050800,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,75.04,97.21833333333332,114.04666666666668,124.01,24.44333333333333,22.905,98.48,90.52166666666668,156.20583333333332,175.5675,0.0,0,1,0,0,0,1.0,1.0,core
Zm00001d050810,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,419.16916666666674,410.5275,937.8366666666667,660.0608333333333,96.14083333333332,97.42666666666666,731.9,571.7666666666668,1020.765,718.4408333333333,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d050816,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,47.5425,85.91833333333332,70.53666666666666,103.98,107.69249999999998,100.95916666666666,86.50666666666662,97.59666666666668,83.90916666666669,108.28249999999998,0.0,0,1,0,0,0,1.0,1.0,core
Zm00001d050822,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,67.14583333333333,75.35916666666667,120.01666666666668,135.02333333333334,101.80416666666667,149.33333333333334,110.16916666666668,125.18416666666668,99.0925,143.57249999999996,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d050823,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,9.480833333333337,14.116666666666665,16.513333333333332,44.56833333333335,8.176666666666668,19.83,17.847499999999993,42.8775,16.091666666666665,51.36916666666666,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d050837,,,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,23.77916666666667,54.82416666666666,22.60250000000001,57.089166666666664,30.515833333333337,85.5125,25.61333333333333,118.23,20.286666666666665,89.00916666666667,0.0,0,1,0,0,0,1.0,1.0,core
Zm00001d050838,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,16.144166666666667,21.385833333333327,12.589166666666667,18.2025,11.816666666666668,17.458333333333332,15.495,17.107499999999998,15.168333333333335,37.14916666666666,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d050840,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,5.738333333333332,10.8575,2.2616666666666667,14.040833333333332,6.4608333333333325,28.06833333333334,4.1925,40.605,2.9175000000000004,31.57083333333333,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d050844,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,0.0,1.0,1.0,4.0,48.99416666666666,34.31,17.069999999999997,45.20916666666667,0.1316666666666666,0.0675,17.575833333333332,35.97,14.209166666666668,34.834999999999994,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d050850,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,32.12833333333333,21.108333333333327,44.95916666666668,47.48583333333333,33.979166666666664,34.49749999999999,34.385,32.73916666666666,49.76416666666666,33.13083333333333,0.0,0,1,0,0,0,1.0,1.0,core
Zm00001d050862,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,9.043333333333337,12.550833333333335,17.992500000000003,35.75,15.270833333333336,21.8225,19.440833333333327,34.0225,13.300833333333333,31.674166666666668,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d050868,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,99.84166666666664,147.61166666666668,70.87166666666667,304.005,73.81083333333333,185.85916666666668,89.87916666666666,358.1633333333333,81.7191666666667,506.63,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d050874,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,26.53833333333333,40.37916666666667,40.04666666666667,78.50833333333333,23.94,40.564166666666665,48.62916666666667,58.225,36.62333333333334,125.48,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d050884,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,17.427500000000002,49.97916666666666,12.205833333333333,20.8675,5.822500000000002,9.095,12.725833333333332,19.815833333333327,10.168333333333333,18.219166666666666,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d050893,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,4.1025,13.553333333333333,4.673333333333333,23.0475,7.925,18.68166666666666,6.416666666666668,14.756666666666668,3.42,17.974166666666665,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d050899,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,61.13666666666666,110.45666666666666,50.54166666666668,224.24750000000003,162.67499999999995,590.1458333333334,103.34,697.85,75.96416666666667,802.625,0.0,0,1,0,0,0,1.0,1.0,core
Zm00001d050907,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.2916666666666667,0.3683333333333333,0.545,1.1383333333333334,0.6875,1.3291666666666668,0.9458333333333332,1.6075,0.575,1.2066666666666668,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d050910,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,22.27083333333333,25.778333333333336,43.29166666666667,61.90250000000002,24.493333333333343,30.160000000000004,39.7325,49.76166666666668,46.81250000000002,58.85249999999999,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d050915,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,32.68166666666666,48.93583333333334,56.05916666666666,115.92666666666665,35.92250000000001,65.61416666666666,54.33166666666666,93.73416666666668,46.51333333333334,120.4941666666667,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d050916,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,281.0225,200.58333333333331,136.29583333333335,236.53250000000003,67.77500000000002,122.4,130.81666666666666,230.9525,78.44666666666664,203.17,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d050917,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,5.766666666666667,41.38583333333333,11.016666666666666,92.28666666666668,5.1275,16.799166666666668,13.566666666666665,28.079166666666666,9.784166666666666,79.74083333333331,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d050920,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,136.29583333333332,86.21583333333332,193.13,189.29833333333332,126.14916666666666,132.45749999999998,175.54250000000005,145.67583333333337,161.35416666666666,247.56416666666664,0.0,0,1,0,0,0,1.0,1.0,core
Zm00001d050921,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,93.49416666666669,72.93249999999998,158.715,169.4041666666666,102.73,129.39749999999998,149.4058333333334,127.86,126.41416666666666,188.965,0.0,0,1,0,0,0,1.0,1.0,core
Zm00001d050923,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,6.8675000000000015,8.520833333333332,10.635833333333332,18.339166666666667,3.62,5.948333333333332,16.085,16.4875,8.605833333333335,12.740000000000002,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d050925,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,19.961666666666666,25.37,38.12083333333333,47.365,19.940833333333327,24.06833333333333,30.7725,35.64583333333333,35.959999999999994,46.565,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d050928,,,19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,56.01583333333333,16.071666666666665,12.591666666666667,29.08333333333333,11.323333333333332,22.1425,18.223333333333333,30.129166666666666,8.365833333333333,28.74666666666667,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d050935,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,28.40916666666667,41.73333333333334,45.76416666666668,82.14666666666666,20.163333333333327,32.223333333333336,43.91583333333333,70.83500000000002,19.826666666666668,53.05333333333334,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d050942,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,9.37,14.493333333333332,13.588333333333333,36.24333333333333,11.374166666666667,24.84,18.836666666666666,42.206666666666656,18.065,71.5225,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d050943,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,0.0,1.0,0.0,1.0,0.0,2.0,3.120833333333333,5.446666666666667,5.675833333333332,8.868333333333334,3.630833333333333,4.958333333333333,6.1483333333333325,8.343333333333334,2.9033333333333338,6.2875,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d050944,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,119.73333333333336,137.6475,128.04833333333335,217.8083333333333,48.99999999999999,90.8325,207.27583333333328,257.89166666666665,41.55166666666667,111.77333333333333,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d050947,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,18.33333333333333,45.51833333333333,24.61000000000001,61.70916666666666,24.3125,54.31666666666668,30.59166666666666,78.385,11.968333333333335,36.606666666666655,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d050961,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,9.665833333333332,19.390833333333333,5.706666666666668,8.795833333333334,7.674999999999998,16.629166666666666,5.780833333333334,16.146666666666665,4.6933333333333325,10.7,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d050964,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,10.085833333333332,15.504166666666668,21.53916666666667,21.16,15.9875,15.627500000000005,24.125,24.0975,24.5425,31.76083333333333,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d050969,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,276.38666666666666,209.86666666666667,594.8466666666667,404.16416666666674,291.27833333333336,198.01416666666668,541.5791666666668,266.025,438.7166666666667,251.485,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d050970,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,39.64666666666667,45.79750000000001,51.74083333333335,79.72166666666669,24.93,41.53916666666667,49.78,62.94499999999999,58.82416666666666,112.92416666666666,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d050978,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,23.96833333333333,40.644166666666656,13.784166666666668,40.995,6.278333333333333,17.061666666666667,16.6675,44.755,17.191666666666666,60.25916666666666,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d050981,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,0.0,1.0,1.0,1.0,1.0,4.0,1.856666666666667,5.2175,10.7825,27.03,4.065,7.090833333333332,7.475,21.45083333333333,5.8000000000000025,7.353333333333333,0.0,0,1,0,0,0,1.0,1.0,core
Zm00001d050985,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,25.406666666666666,16.989166666666666,17.150000000000002,41.50166666666666,16.1625,33.32,14.1275,29.27333333333333,15.055833333333334,52.84500000000001,0.0,0,1,0,0,0,1.0,0.0,core
Zm00001d050993,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,11.435,15.651666666666667,17.11583333333333,42.0625,7.314166666666668,13.38,23.567500000000006,43.51333333333333,24.69416666666667,83.82166666666664,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d051001,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,10.661666666666667,37.706666666666656,13.523333333333332,34.252500000000005,41.888333333333335,82.79166666666666,25.8675,107.44833333333334,98.89166666666664,508.7725,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d051009,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,14.708333333333336,17.652499999999996,26.61083333333334,41.57250000000001,18.238333333333333,23.933333333333334,23.37083333333333,29.85416666666667,24.162500000000005,51.09083333333333,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d051012,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.7491666666666666,1.6425,1.2983333333333331,2.6508333333333334,1.7466666666666668,4.173333333333333,2.075833333333333,4.234166666666667,1.1450000000000002,1.82,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d051014,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,0.0,0.0,1.0,1.0,1.0,3.0,1.840833333333333,4.503333333333333,1.59,4.642500000000001,1.9241666666666664,6.55,1.649166666666667,8.299999999999999,4.203333333333333,16.191666666666666,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d051015,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,21.834166666666665,40.294166666666676,23.93416666666667,76.93249999999998,4.760833333333333,13.388333333333335,38.77166666666667,162.92833333333334,11.109166666666667,84.4775,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d051017,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,0.0,0.0,0.0,0.0,1.0,1.0,3.871666666666666,18.9075,1.5266666666666666,3.816666666666668,0.5574999999999999,1.1975000000000002,2.8016666666666667,4.097499999999998,3.846666666666666,13.349166666666665,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d051020,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,51.70416666666666,49.25333333333333,89.565,79.3275,51.59416666666667,49.29416666666667,85.32166666666669,55.48083333333334,96.21250000000003,86.42083333333332,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d051021,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,70.96333333333331,60.06499999999999,115.35000000000002,189.00250000000003,40.579166666666666,43.03999999999999,151.09166666666667,216.1041666666666,69.61083333333333,124.19166666666668,0.0,0,1,0,0,0,1.0,1.0,core
Zm00001d051033,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,55.50166666666667,66.67833333333334,16.121666666666666,36.41,76.00083333333333,87.05583333333334,18.453333333333337,27.35583333333334,67.41749999999999,233.22166666666664,0.0,0,1,0,0,0,1.0,1.0,core
Zm00001d051039,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,0.0,0.0,0.0,0.0,1.0,1.0,2.88,4.2825,3.235833333333334,8.265833333333333,2.4925,5.404166666666668,5.123333333333333,8.890833333333333,4.8133333333333335,14.7625,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d051044,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,7.9099999999999975,9.600833333333334,11.405833333333335,30.06166666666667,11.010000000000005,19.030833333333334,15.006666666666666,12.900833333333333,14.311666666666667,34.18,0.0,0,1,0,0,0,1.0,1.0,core
Zm00001d051052,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,21.489166666666666,35.36666666666667,10.4,22.2675,27.05,59.15083333333333,18.640833333333333,34.63416666666667,23.77416666666667,75.21,0.0,0,1,0,0,0,1.0,1.0,core
Zm00001d051053,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,284.0850000000001,191.1825,503.7875,332.85083333333336,208.81833333333333,147.54833333333332,402.6225,203.62166666666667,353.79166666666663,128.6675,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d051055,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,353.88666666666666,297.5466666666667,320.87000000000006,566.3475,139.58833333333334,233.6925,214.3683333333333,352.21250000000015,212.15083333333328,455.32833333333326,0.0,0,1,0,0,0,1.0,1.0,core
Zm00001d051056,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,151.58083333333337,308.55083333333334,113.34583333333332,197.08083333333332,129.96583333333334,193.36,81.50583333333333,173.92999999999995,220.47916666666663,481.80416666666656,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d051060,,,37.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,1,1,1,1,0,5,1.0,0.0,0.0,1.0,0.0,2.0,3.625833333333334,7.5358333333333345,0.8441666666666666,1.8316666666666668,0.3208333333333333,0.5283333333333333,9.140833333333333,18.453333333333333,1.3125000000000002,4.565833333333333,0.0,0,0,0,1,0,0.0,0.0,dispensable
Zm00001d051061,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,35.564166666666665,34.98833333333333,15.955833333333333,25.17,6.1883333333333335,9.19,57.66000000000001,88.00083333333335,13.0675,32.77166666666668,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d051062,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,94.68333333333334,69.66833333333334,230.2625,114.66416666666667,90.83416666666666,73.70583333333335,233.79083333333332,93.45416666666664,85.85000000000002,63.07000000000002,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d051063,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,63.66416666666667,71.8875,31.57416666666667,29.861666666666665,53.94500000000002,65.86833333333333,101.08,98.6,75.59333333333333,85.645,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d051065,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,53.97083333333334,100.94583333333334,89.43500000000002,118.59916666666668,62.92083333333334,85.185,66.72666666666667,80.47166666666669,49.03916666666667,97.88583333333332,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d051067,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,12.5825,22.491666666666664,21.125000000000004,38.56916666666665,22.996666666666666,32.04916666666667,22.37416666666667,29.34583333333333,22.1325,58.24749999999999,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d051069,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,0.0,1.0,0.0,0.0,1.0,2.0,4.876666666666667,5.721666666666667,10.8525,8.886666666666667,4.065,3.785,6.2875,3.6291666666666655,11.404166666666667,14.424166666666665,0.0,0,1,0,0,0,1.0,0.0,core
Zm00001d051075,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,11.861666666666665,9.415,11.769166666666667,16.0275,11.820833333333333,13.870833333333335,12.558333333333335,15.036666666666667,12.138333333333332,15.156666666666665,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d051081,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,0.0,0.0,0.0,1.0,1.0,2.0,2.520833333333333,3.098333333333333,3.1491666666666664,4.532499999999999,1.2933333333333332,2.5650000000000004,3.945,6.9941666666666675,2.4883333333333333,5.5475,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d051082,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,41.64250000000001,60.10333333333333,11.809999999999995,11.800833333333335,11.205,15.1025,13.6,14.0925,21.633333333333336,23.78083333333333,0.0,0,1,0,0,0,0.0,0.0,core
