featureID	effect_AUM2073	pval_AUM2073	effect_CB4856	pval_CB4856	effect_Combo	pval_Combo	effect_CX11314	pval_CX11314	effect_DL238	pval_DL238	effect_KJ550	pval_KJ550	effect_N2	pval_N2	effect_NS	pval_NS	effect_NInoN2	pval_NInoN2	effect_RB2011	pval_RB2011	effect_RB2055	pval_RB2055	effect_RB2347	pval_RB2347	effect_RB2550	pval_RB2550	effect_CM	pval_CM	effect_UGT	pval_UGT	effect_UGT49	pval_UGT49	effect_UGT60	pval_UGT60	effect_VC1265	pval_VC1265	effect_VC2524	pval_VC2524	flag_sig05_COMBO_path	flag_sig05_VC1265	direction_VC1265	flag_sig05_DL238	direction_DL238	flag_sig05_UGT60	direction_UGT60	dir_pd_vs_strain_Combo	sum_flag_sig05_strain_4_Combo	flag_sig05_NS_path	flag_sig05_CB4856	direction_CB4856	flag_sig05_CX11314	direction_CX11314	dir_pd_vs_strain_NInoN2	sum_flag_sig05_strain_4_NInoN2	flag_sig05_N2	direction_N2	dir_pd_vs_strain_NI	sum_flag_sig05_strain_4_NI	flag_sig05_CM_path	flag_sig05_KJ550	direction_KJ550	flag_sig05_RB2347	direction_RB2347	flag_sig05_AUM2073	direction_AUM2073	flag_sig05_VC2524	direction_VC2524	dir_pd_vs_strain_TCA	sum_flag_sig05_strain_4_TCA	flag_sig05_UGT_path	flag_sig05_RB2055	direction_RB2055	flag_sig05_RB2550	direction_RB2550	flag_sig05_RB2011	direction_RB2011	flag_sig05_UGT49	direction_UGT49	dir_pd_vs_strain_UGT	sum_flag_sig05_strain_4_UGT	ms2_id	min_height	mean_sn	max_right_on_left_assymetry	clique	mean_right_on_left_assymetry	isotopic_pattern_annot	min_mz	min_sn	max_rt	mean_rt_cor	raw_isotopic_pattern	rt	min_right_on_left_assymetry	min_rt_cor	mean_peakwidth	mean_mz	min_peakwidth	max_sn	mz	max_height	max_rt_cor	min_rt	mean_height	neutral_mass	num_clustered_ms2	min_intensity	mean_rt	main_peak	max_peakwidth	max_mz	num_detection	annotations	mean_intensity	max_intensity	total_detection	rank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks_ppm	medianAbsoluteMassErrorFragmentP	massErrorPrecursor_ppm_	ionMass	retentionTimeInSeconds	id
met_1009	-0.19194	0.704762	-2.658443	0.004078	0.100341	0.757366	0.306195	0.553578	-0.010667	0.984317	-0.642268	0.244917	0.116052	0.834493	-0.140011	0.634227	-0.239942	0.489237	-0.001806	0.997574	1.068868	0.045598	0.17534	0.719142	-1.05782	0.047342	-0.280593	0.213604	0.386159	0.136208	0.624853	0.262114	2.041385	0.005847	-0.641672	0.185328	-0.165555	0.740405	0	0	pd1074	0	pd1074	1	strain	mix strain & pd1074	1	0	1	pd1074	0	strain	mix strain & pd1074	1	0	strain	mix strain & pd1074	1	0	0	pd1074	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	0	1	strain	1	pd1074	0	pd1074	0	strain	mix strain & pd1074	3	5092_(e30)	119430.2422	8.9005E+11	inf	23	inf		1476.1700	4.0193E+01	6.56	6.53944846		6.54		6.520300979	0.116814566	1476.1723	0.02757022	1.0000E+12	1476.1723	15566693	6.558256689	6.52	2984107.376	1475.165066	1	174910.6425	6.54	[m+h]+	0.21159449	1476.1744	191	[m+h]+ |[m+h]+ +1|[m+h]+ +2	9362253.173	46341246.19	191																
met_101	-0.405464	0.414417	0.439832	0.459069	-0.474147	0.150442	-0.222754	0.657459	-0.254532	0.613146	0.443402	0.452611	-0.467254	0.414881	-0.149665	0.578407	-0.059643	0.845019	-0.119617	0.837011	-0.435776	0.396875	-1.90078	0.002444	-0.361957	0.476673	-0.577651	0.021538	-0.173035	0.487525	-0.488663	0.420643	0.698817	0.244064	-2.142274	0.000754	0.347742	0.492473	0	1	pd1074	0	pd1074	0	strain	mix strain & pd1074	1	0	0	strain	0	pd1074	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	1	0	strain	1	pd1074	0	pd1074	0	strain	mix strain & pd1074	2	0	0	pd1074	0	pd1074	0	pd1074	0	pd1074	mix strain & pd1074	0		16961.29883	4.6602E+11	inf	4	inf		762.6560	1.1211E+01	5.98	5.905711664		5.91		5.839029138	0.18045643	762.6571	0.018390996	1.0000E+12	762.6571	7587999.5	5.976913688	5.84	1739465.108	761.6497961		65067.33856	5.91	[m+h]+	0.239331377	762.6575	196	[m+h]+	10460618.56	41751697.92	206																
met_1013	1.003932	0.057538	3.539449	0.000612	0.539181	0.103908	1.360651	0.03248	2.450992	0.001195	-0.003648	0.995313	0.707532	0.244603	1.638134	4E-6	2.126394	1E-6	-0.362974	0.548731	0.941191	0.0742	0.931717	0.066707	-0.228776	0.642445	0.396402	0.086881	-0.011887	0.961358	-0.380849	0.492021	-0.141412	0.809332	0.232863	0.623747	-0.199136	0.684189	0	0	strain	1	strain	0	pd1074	mix strain & pd1074	1	1	1	strain	1	strain	all strain direction	3	0	strain	all strain direction	3	0	0	pd1074	0	strain	0	strain	0	pd1074	mix strain & pd1074	0	0	0	strain	0	pd1074	0	pd1074	0	pd1074	mix strain & pd1074	0	2650_(e30)	10994.75879	1.0000E+12	9.001043202	23	1.996589871		507.5498	1.0000E+06	6.57	6.546814212		6.55	0.333425556	6.531326757	0.08990569	507.5501	0.057427683	1.0000E+12	507.5501	1123063.125	6.570759778	6.53	440493.9601	506.5428161	1	24786.03002	6.55	[m+h]+	0.119607099	507.5503	195	[m+h]+	1322767.345	3147081.555	195	2062	C55H84O4	[M + H]+	C55H84O4	0.250753769	6	6	0	1	0	NaN	NaN	1.188644001	809.6452	360.63	2650_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime360.63scanNumNApre
met_1018	0.023423	0.963245	-2.676177	0.00222	-0.619981	0.044239	0.015221	0.978589	-0.250901	0.617986	-0.442515	0.412805	0.273766	0.613559	-0.298176	0.306338	-0.530786	0.12471	-0.311664	0.59296	0.261032	0.597623	0.552572	0.255732	-0.705386	0.166687	-0.045252	0.839789	-0.426046	0.086236	-0.310878	0.580628	-1.541949	0.02272	-0.493898	0.300404	0.088078	0.859547	1	0	pd1074	0	pd1074	1	pd1074	all pd1074 direction	1	0	1	pd1074	0	strain	mix strain & pd1074	1	0	strain	mix strain & pd1074	1	0	0	pd1074	0	strain	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	0	pd1074	0	pd1074	mix strain & pd1074	1		56183.90625	1.0000E+12	11.00263501	23	2.053729925		618.5902	1.0000E+06	6.58	6.550408208		6.55	0.667137046	6.526190596	0.093875141	618.5906	0.055506891	1.0000E+12	618.5906	900329.5	6.575251921	6.53	475120.5255	617.5833134		143298.4268	6.55	[m+h]+	0.128811091	618.5908	178	[m+h]+	1466050.468	2569166.82	178																
met_102	-0.185973	0.703965	0.936507	0.192042	-0.174776	0.583681	0.296201	0.571003	0.266395	0.600208	0.639527	0.274444	-0.284914	0.600448	0.231088	0.407471	0.415224	0.201329	-0.367817	0.529204	-0.482212	0.345368	-0.96646	0.056464	-0.360076	0.474547	-0.322707	0.172237	-0.151779	0.538078	-0.044111	0.938392	0.737171	0.226911	-1.444718	0.008945	0.448985	0.392393	0	1	pd1074	0	strain	0	strain	mix strain & pd1074	1	0	0	strain	0	strain	all strain direction	0	0	pd1074	mix strain & pd1074	0	0	0	strain	0	pd1074	0	pd1074	0	strain	mix strain & pd1074	1	0	0	pd1074	0	pd1074	0	pd1074	0	pd1074	mix strain & pd1074	0		31309.9668	9.2958E+11	inf	4	inf		763.6592	6.8341E+01	5.99	5.905613293		5.91		5.828670255	0.143074611	763.6603	0.018397363	1.0000E+12	763.6603	1730967.875	5.986545948	5.83	439099.2292	762.6530044		121959.0428	5.91	[m+h]+	0.257599673	763.6610	194	[m+h]+	2206914.255	10025068.87	213																
met_1023	1.057307	0.047729	3.210189	0.001067	0.335772	0.283187	1.137815	0.042256	1.06075	0.079468	-0.060389	0.913244	0.736786	0.231895	1.230288	0.000139	1.416995	0.000186	-0.276423	0.662703	1.230992	0.027397	0.531959	0.266083	-0.193692	0.696014	0.289644	0.196784	0.180021	0.472051	0.06959	0.900268	0.058032	0.920665	0.079258	0.865943	-0.105683	0.828708	0	0	strain	0	strain	0	strain	all strain direction	0	1	1	strain	1	strain	all strain direction	2	0	strain	all strain direction	2	0	0	pd1074	0	strain	1	strain	0	pd1074	mix strain & pd1074	1	0	1	strain	0	pd1074	0	pd1074	0	strain	mix strain & pd1074	1	1320_(e30)	50560.44531	1.0000E+12	5.501592476	23	0.951924583		673.6535	1.0000E+06	6.56	6.542934912		6.54	0.33357575	6.499983316	0.120035928	673.6539	0.073556375	1.0000E+12	673.6539	721037.3125	6.56356613	6.50	358323.9162	672.6465905	1	201524.2493	6.54	[m+h]+	0.156404285	673.6543	195	[m+h]+	1391083.202	2747153.79	195	2232	C37H65NO7	[M + K]+	C37H65NO7	0.042211055	1	1	0	1	0	NaN	NaN	0.50186838	674.4396	153.56	1320_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime153.56scanNumNApre
met_1025	1.146678	0.040208	4.106762	0.000407	0.547808	0.083511	1.782678	0.005611	0.806856	0.160962	1.540942	0.013562	0.310097	0.565319	1.128696	0.000467	1.584536	0.000082	-0.179444	0.767386	0.885719	0.101197	-0.125991	0.78805	-0.945771	0.07439	0.511388	0.029545	-0.045608	0.859528	-0.519425	0.40481	0.52778	0.378476	0.373982	0.444627	0.178961	0.733859	0	0	strain	0	strain	0	strain	all strain direction	0	1	1	strain	1	strain	all strain direction	2	0	strain	all strain direction	2	1	1	strain	0	pd1074	1	strain	0	strain	mix strain & pd1074	2	0	0	strain	0	pd1074	0	pd1074	0	pd1074	mix strain & pd1074	0		15838.27539	8.9796E+11	5.507296827	23	1.452283562		688.6359	8.2038E+01	6.56	6.532247502		6.53	0.454544268	6.489507064	0.152536883	688.6367	0.104893083	1.0000E+12	688.6367	1566099.625	6.564856974	6.49	705517.25	687.6294017		51921.2109	6.53	[m+h]+	0.193194742	688.6370	196	[m+h]+	3572675.7	6689863.189	196																
met_1026	0.593928	0.291625	-0.093642	0.882574	0.010053	0.973864	0.880574	0.105084	-0.74987	0.155016	1.079507	0.062315	0.009538	0.986017	0.006644	0.980999	0.005613	0.986218	0.409689	0.489174	0.372082	0.452945	0.418351	0.441451	0.791753	0.130009	0.705724	0.003115	0.372387	0.126764	0.341318	0.531897	-0.159499	0.786462	0.788201	0.108743	0.672095	0.185217	0	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	strain	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	1	0	strain	0	strain	0	strain	0	strain	all strain direction	0	0	0	strain	0	strain	0	strain	0	strain	mix strain & pd1074	0		44129.07422	9.8710E+11	3.502556508	23	0.432309253		705.5859	1.1214E+02	6.59	6.558834653		6.56		6.522149363	0.104293303	705.5864	0.036798786	1.0000E+12	705.5864	985684.625	6.585247113	6.52	378877.5909	704.579138		223322.9095	6.56	[m+h]+	0.193082479	705.5870	155	[m+h]+	1335737.698	4673414.551	155																
met_1034	0.444082	0.371161	-2.707861	0.002929	-0.315887	0.290285	-0.686118	0.191572	-0.416674	0.418093	0.141307	0.793928	-0.265469	0.62594	-0.686515	0.017502	-0.851457	0.012493	-0.787917	0.19691	0.590186	0.275286	-0.009171	0.984355	-0.226091	0.645247	0.20377	0.356688	-0.328812	0.193087	-1.072222	0.087223	-0.482888	0.412694	-0.126731	0.786843	0.648438	0.202567	0	0	pd1074	0	pd1074	0	pd1074	all pd1074 direction	0	1	1	pd1074	0	pd1074	all pd1074 direction	1	0	pd1074	all pd1074 direction	1	0	0	strain	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	0	pd1074	0	pd1074	mix strain & pd1074	0	2341_(e30)	14400.00586	9.3750E+10	5.000718629	23	1.882059253		784.6217	1.2279E+01	6.54	6.527390001		6.53	0.750273012	6.509452945	0.100017858	784.6222	0.046221804	1.0000E+12	784.6222	3223901.5	6.544781561	6.51	1120401.013	783.6149398	1	27946.78053	6.53	[m+h]+	0.165597605	784.6230	192	[m+h]+	3558427.965	11424202.88	192	1658	C45H85NO9	[M + H]+	C45H85NO9	0.520100503	6.745510063	6.745510063	0	7	0.441785714	-2.087767197	2.087767197	-4.345702012	784.6263	408.79	2341_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime408.79scanNumNApre
met_1035	0.254189	0.606179	-1.804588	0.016377	-0.031948	0.915564	-0.500684	0.333536	0.51683	0.322874	0.284561	0.602285	-0.258975	0.630239	-0.322237	0.252441	-0.346105	0.294914	-1.037588	0.107021	0.548159	0.331899	0.64118	0.189318	0.099638	0.838698	0.313141	0.160452	-0.358534	0.165629	-1.266429	0.047278	-0.677746	0.258579	-0.078563	0.866533	0.509243	0.317336	0	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0	0	1	pd1074	0	pd1074	mix strain & pd1074	1	0	pd1074	mix strain & pd1074	1	0	0	strain	0	strain	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	0	pd1074	1	pd1074	mix strain & pd1074	1		96704.30469	4.1420E+10	4.503249174	23	1.694185984		785.6253	4.6831E+00	6.54	6.526881827		6.53	0.285701955	6.503642114	0.086668432	785.6261	0.045977836	1.0000E+12	785.6260	1488943.75	6.544835341	6.50	628974.9537	784.6187663		297199.4116	6.53	[m+h]+	0.157350113	785.6279	169	[m+h]+	1915871.614	5724014.739	169																
met_1036	1.192183	0.031198	-0.596441	0.396086	1.607769	6E-6	0.782847	0.149225	1.507265	0.0117	-0.055322	0.923038	0.306236	0.57958	0.580443	0.049133	0.689663	0.048058	0.117905	0.849225	0.657677	0.211633	0.799491	0.109504	-0.076198	0.877304	0.785682	0.000928	0.516306	0.044344	0.465104	0.398154	2.526218	0.001627	1.282816	0.015911	0.638812	0.206471	1	1	strain	1	strain	1	strain	all strain direction	3	1	0	pd1074	0	strain	mix strain & pd1074	1	0	strain	mix strain & pd1074	1	1	0	pd1074	0	strain	1	strain	0	strain	mix strain & pd1074	2	1	0	strain	0	pd1074	0	strain	0	strain	mix strain & pd1074	1		41794.875	6.8333E+11	6.00007464	23	1.980247931		788.6526	4.7966E+00	6.62	6.543238254		6.54		6.512898102	0.145887828	788.6533	0.018420483	1.0000E+12	788.6533	2505577.75	6.61847249	6.51	758828.8642	787.6460389		151905.8902	6.54	[m+h]+	0.211606949	788.6539	169	[m+h]+	3706647.539	16444701.3	180																
met_1042	0.029135	0.952404	2.28479	0.006903	0.172761	0.583142	-0.279283	0.586642	-0.648312	0.235846	1.36243	0.026853	0.750873	0.183991	0.198833	0.497132	-0.003741	0.991282	-0.248653	0.680246	0.09282	0.855562	-0.056544	0.904363	-0.21308	0.664329	0.293399	0.195748	0.051685	0.831437	0.084034	0.876704	0.64007	0.283098	0.536372	0.287306	0.031371	0.949005	0	0	strain	0	pd1074	0	strain	mix strain & pd1074	0	0	1	strain	0	pd1074	mix strain & pd1074	1	0	strain	mix strain & pd1074	1	0	1	strain	0	pd1074	0	strain	0	strain	mix strain & pd1074	1	0	0	strain	0	pd1074	0	pd1074	0	strain	mix strain & pd1074	0	4642_(e30)	124914.8906	1.0000E+12	inf	23	inf		1218.1666	1.0000E+06	6.56	6.541272111		6.54	0.19998544	6.526190596	0.06512391	1218.1680	0.036798817	1.0000E+12	1218.1680	3216069.75	6.55781717	6.53	684786.397	1217.160722	1	239358.381	6.54	[m+h]+	0.091985153	1218.1690	165	[m+h]+	1537517.493	7869839.902	165	655	C38H67NO5	[M + H]+	C38H67NO5	0.998492462	100.1043058	100.1043058	0	22	0.767562879	-2.143867266	2.143867266	0.64559048	618.5096	274.13	4642_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime274.13scanNumNApre
met_1043	0.471522	0.344354	2.297644	0.006721	0.05848	0.849059	-0.207972	0.684819	-0.843355	0.116622	0.772302	0.167853	0.988741	0.088412	0.208201	0.477655	-0.059379	0.861265	-0.31688	0.594327	0.321188	0.524697	-0.406005	0.391348	-0.302631	0.544456	0.21387	0.337781	0.127872	0.599297	0.36952	0.501403	0.634096	0.287406	0.406505	0.398447	-0.001743	0.997182	0	0	strain	0	pd1074	0	strain	mix strain & pd1074	0	0	1	strain	0	pd1074	mix strain & pd1074	1	0	strain	mix strain & pd1074	1	0	0	strain	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0	0	0	strain	0	pd1074	0	pd1074	0	strain	mix strain & pd1074	0		107959.3125	1.0000E+12	4.999396779	23	1.586548633		1219.1703	1.0000E+06	6.56	6.541879994		6.54	0.333383744	6.524680988	0.063326621	1219.1712	0.036798933	1.0000E+12	1219.1712	2946700	6.555562186	6.52	595023.4132	1218.163891		243494.894	6.54	[m+h]+	0.101185016	1219.1723	163	[m+h]+	1345257.423	7256621.166	163																
met_1045	0.445497	0.369328	1.36553	0.039957	0.411546	0.175642	0.346171	0.530299	0.144452	0.77329	0.680883	0.250632	0.348199	0.519657	0.462926	0.09579	0.504105	0.119729	-0.545341	0.360569	0.627553	0.216573	0.465339	0.34698	0.551199	0.280198	0.619988	0.007097	0.134314	0.583553	-0.346795	0.534312	0.114708	0.844564	0.902425	0.073596	0.634407	0.208271	0	0	strain	0	strain	0	strain	all strain direction	0	0	1	strain	0	strain	all strain direction	1	0	strain	all strain direction	1	1	0	strain	0	strain	0	strain	0	strain	all strain direction	0	0	0	strain	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0		54303.12891	1.0000E+12	6.004316716	23	2.14428622		1241.1521	1.0000E+06	6.57	6.539480317		6.54	0.249973665	6.520300979	0.063683183	1241.1532	0.036798817	1.0000E+12	1241.1532	1474156.125	6.571759754	6.52	432174.122	1240.145971		112991.3924	6.54	[m+h]+	0.083131096	1241.1543	165	[m+h]+	1069306.599	4249865.44	165																
met_105	0.268758	0.58405	-3.245104	0.001235	0.089255	0.774329	1.133312	0.04268	-0.176645	0.737666	0.020892	0.968714	-0.560968	0.323274	-0.180594	0.551288	-0.029107	0.935273	-0.523937	0.375436	1.097563	0.04833	-0.399886	0.402841	-0.402602	0.416723	-0.018595	0.933091	0.462459	0.072962	1.440774	0.021593	1.237151	0.059332	-0.299555	0.529753	0.381398	0.449381	0	0	pd1074	0	pd1074	0	strain	mix strain & pd1074	0	0	1	pd1074	1	strain	mix strain & pd1074	2	0	pd1074	mix strain & pd1074	2	0	0	strain	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	1	strain	0	pd1074	0	pd1074	1	strain	mix strain & pd1074	2	2129_(e30)	48324.05859	1.5645E+01	2.749678141	4	1.023543512		768.5904	4.6843E+00	5.88	5.851056964		5.85	0.36362079	5.816047594	0.153722182	768.5908	0.10120978	1.5637E+02	768.5908	8059781.5	5.883009719	5.82	1668526.013	767.5835064	1	207201.6467	5.85	[m+h]+	0.220812904	768.5912	175	[m+h]+	8448425.865	40289695.6	175	1893	C44H82NO7P	[M + H]+	C44H82NO7P	0.371859296	2.903908252	2.903908252	0	5	0.133733797	-1.725460835	2.138930139	1.734281357	768.5915	376.12	2129_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime376.12scanNumNApre
met_1050	1.20045	0.029437	0.689081	0.258936	0.008374	0.977588	0.331718	0.511449	0.033777	0.946522	1.428567	0.018579	0.040905	0.939012	0.243906	0.360695	0.311258	0.312132	-0.725438	0.23088	0.535508	0.285361	-0.216439	0.653096	-0.553616	0.276188	0.51217	0.026134	-0.390037	0.120265	-1.164179	0.069507	-0.478946	0.417977	0.298984	0.528196	0.350376	0.47854	0	0	strain	0	strain	0	pd1074	mix strain & pd1074	0	0	0	strain	0	strain	all strain direction	0	0	strain	all strain direction	0	1	1	strain	0	pd1074	1	strain	0	strain	mix strain & pd1074	2	0	0	strain	0	pd1074	0	pd1074	0	pd1074	mix strain & pd1074	0	4751_(e30)	206289.2031	1.0000E+12	4.501097898	23	1.957144419		1315.1691	1.0000E+06	6.55	6.531706216		6.53	0.666613603	6.516810829	0.089041713	1315.1704	0.055496348	1.0000E+12	1315.1703	3180728.75	6.546457504	6.52	1312863.191	1314.163054	1	449178.2304	6.53	[m+h]+	0.157068863	1315.1715	195	[m+h]+	3485757.985	8315711.384	195																
met_1051	1.155629	0.036425	0.917967	0.145502	0.135723	0.649518	0.481345	0.34683	0.135179	0.789574	1.297332	0.029735	0.289836	0.590893	0.414782	0.12512	0.456786	0.143986	-0.522274	0.380529	0.639948	0.208832	0.013527	0.9773	-0.45132	0.364574	0.575299	0.01239	-0.274832	0.272606	-1.206364	0.067589	-0.267991	0.646589	0.405627	0.395593	0.400576	0.422972	0	0	strain	0	strain	0	pd1074	mix strain & pd1074	0	0	0	strain	0	strain	all strain direction	0	0	strain	all strain direction	0	1	1	strain	0	strain	1	strain	0	strain	all strain direction	2	0	0	strain	0	pd1074	0	pd1074	0	pd1074	mix strain & pd1074	0		163852.9688	1.0000E+12	4.00098326	23	1.863606555		1316.1726	1.0000E+06	6.56	6.532224848		6.53	0.499947311	6.516810829	0.087198961	1316.1739	0.055185976	1.0000E+12	1316.1739	2987079.5	6.558917458	6.52	1182192.09	1315.166639		365307.9596	6.53	[m+h]+	0.138575905	1316.1749	195	[m+h]+	3139763.643	7540553.322	195																
met_1052	1.291338	0.024374	1.02843	0.112886	0.181812	0.544119	0.691426	0.185534	0.171327	0.73507	1.379464	0.022026	0.029254	0.956369	0.427749	0.116828	0.56792	0.073318	-0.513925	0.3867	0.716352	0.163274	0.305756	0.526247	-0.196632	0.691602	0.730767	0.001786	-0.118158	0.632858	-0.670204	0.268123	-0.190551	0.744681	0.443671	0.357026	0.620179	0.222439	0	0	strain	0	strain	0	pd1074	mix strain & pd1074	0	0	0	strain	0	strain	all strain direction	0	0	strain	all strain direction	0	1	1	strain	0	strain	1	strain	0	strain	all strain direction	2	0	0	strain	0	pd1074	0	pd1074	0	pd1074	mix strain & pd1074	0		103607.0859	1.0000E+12	7.002294316	23	2.199722311		1317.1760	1.0000E+06	6.56	6.532068536		6.53	0.332922269	6.515288991	0.072083455	1317.1774	0.037057396	1.0000E+12	1317.1774	1345244.875	6.558917458	6.52	544683.5159	1316.170128		192414.0692	6.53	[m+h]+	0.110838923	1317.1788	193	[m+h]+	1390445.067	3536317.134	193																
met_1054	-0.47599	0.369113	0.126903	0.826266	0.115269	0.72759	-0.176378	0.726732	-0.070783	0.88844	0.158172	0.766416	0.135536	0.804052	-0.009626	0.97107	-0.054478	0.857619	0.205177	0.729017	0.030606	0.951002	0.176998	0.711193	-0.609183	0.23215	-0.215743	0.343203	0.210909	0.420842	0.358581	0.546237	3.669806	0.000232	-0.562458	0.249127	-0.395754	0.450193	0	0	pd1074	0	pd1074	1	strain	mix strain & pd1074	1	0	0	strain	0	pd1074	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	strain	0	pd1074	0	strain	0	strain	mix strain & pd1074	1	4778_(e30)	96095.8125	9.6875E+11	inf	23	inf		1342.1587	2.4484E+02	6.56	6.544760452		6.54	0.666299611	6.527691553	0.076148256	1342.1603	0.036798984	1.0000E+12	1342.1603	3064025.75	6.562294689	6.53	1184245.557	1341.153027	1	190155.5323	6.54	[m+h]+	0.110401151	1342.1617	192	[m+h]+	2957811.216	9338580.528	192																
met_1055	-0.084756	0.863256	0.121565	0.833574	0.200735	0.550125	0.071997	0.886452	0.230269	0.647867	-0.020155	0.970221	0.508149	0.360634	0.22686	0.39443	0.142998	0.637539	0.361129	0.552595	0.087522	0.861085	0.065005	0.892214	-0.76769	0.134123	-0.185696	0.407633	0.216537	0.415896	0.452246	0.458285	3.749069	0.000331	-0.639205	0.200473	-0.249953	0.618542	0	0	pd1074	0	strain	1	strain	mix strain & pd1074	1	0	0	strain	0	strain	all strain direction	0	0	strain	all strain direction	0	0	0	pd1074	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	strain	0	pd1074	0	strain	0	strain	mix strain & pd1074	1		72756.66406	9.5833E+11	inf	23	inf		1343.1622	9.6067E+01	6.56	6.544015124		6.54		6.527850135	0.07557417	1343.1638	0.018395499	1.0000E+12	1343.1638	2683643.5	6.557653999	6.53	1070747.103	1342.156542		179014.7153	6.54	[m+h]+	0.101205725	1343.1654	191	[m+h]+	2701048.23	8249054.224	192																
met_1057	-0.246326	0.616422	1.822117	0.017548	0.166636	0.575322	-0.500058	0.328738	0.213186	0.671628	0.222151	0.674571	-0.561086	0.307375	0.013629	0.961145	0.214535	0.509184	-0.345395	0.557028	-0.596438	0.235074	0.482584	0.316472	0.310305	0.530373	0.250609	0.262126	-0.244286	0.31113	-0.358565	0.512539	-0.312361	0.593994	0.439561	0.354509	0.339963	0.520732	0	0	strain	0	strain	0	pd1074	mix strain & pd1074	0	0	1	strain	0	pd1074	mix strain & pd1074	1	0	pd1074	mix strain & pd1074	1	0	0	strain	0	strain	0	pd1074	0	strain	mix strain & pd1074	0	0	0	pd1074	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0		44738.50781	9.8148E+11	8.002589661	23	1.357699749		1351.0293	3.6174E+01	6.59	6.559103701		6.56		6.536335017	0.092090345	1351.0312	0.04614259	1.0000E+12	1351.0313	3258446.75	6.590834251	6.54	550740.5965	1350.023995		147358.9742	6.56	[m+h]+	0.156756263	1351.0326	162	[m+h]+	1806619.211	11560035.8	162																
met_1058	-0.09647	0.844256	0.441022	0.494891	0.079015	0.807966	0.984865	0.071528	0.374186	0.487601	0.161262	0.765608	0.259962	0.628918	0.517383	0.065848	0.614236	0.062672	0.952991	0.126381	1.136759	0.036359	0.436947	0.363301	-0.252897	0.611152	-0.113824	0.610878	0.626513	0.014224	0.501846	0.367052	1.294617	0.06207	-0.818771	0.103955	-0.262439	0.593085	0	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	all strain direction	0	0	strain	all strain direction	0	0	0	strain	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	1	1	strain	0	pd1074	0	strain	0	strain	mix strain & pd1074	1	4792_(e30)	64572.41797	1.0000E+12	inf	23	inf		1368.1744	1.0000E+06	6.61	6.552411466		6.55	0.285713621	6.534386658	0.102945937	1368.1755	0.046098898	1.0000E+12	1368.1755	8786952	6.611851442	6.53	928594.7872	1367.168264	1	163563.8429	6.55	[m+h]+	0.137998424	1368.1769	191	[m+h]+	2872717.951	25880746.88	191																
met_1059	0.148286	0.764805	0.467333	0.468953	0.451132	0.186347	1.387936	0.024731	1.696033	0.007621	0.056879	0.916601	0.393326	0.468314	0.944632	0.001822	1.194724	0.001073	1.21669	0.060314	1.141482	0.03502	0.364534	0.448291	-0.342132	0.500254	-0.094767	0.671774	0.72213	0.005522	0.781052	0.172319	1.381281	0.048711	-0.771822	0.119513	-0.272735	0.579142	0	0	pd1074	1	strain	1	strain	mix strain & pd1074	2	1	0	strain	1	strain	all strain direction	2	0	strain	all strain direction	2	0	0	strain	0	strain	0	strain	0	pd1074	mix strain & pd1074	0	1	1	strain	0	pd1074	0	strain	0	strain	mix strain & pd1074	2	4794_(e30)	47252.43359	1.0000E+12	6.998570925	23	2.282052394		1369.1776	1.0000E+06	6.61	6.551691406		6.55	0.249548765	6.534676119	0.096198586	1369.1791	0.046000991	1.0000E+12	1369.1791	7775816	6.610369423	6.53	849754.8044	1368.171797	1	142209.8978	6.55	[m+h]+	0.128815505	1369.1802	191	[m+h]+	2500870.936	23124364.72	191																
