featureID	effect_AUM2073	pval_AUM2073	flag_sig_AUM2073	effect_CB4856	pval_CB4856	flag_sig_CB4856	effect_CX11314	pval_CX11314	flag_sig_CX11314	effect_DL238	pval_DL238	flag_sig_DL238	effect_KJ550	pval_KJ550	flag_sig_KJ550	effect_N2	pval_N2	flag_sig_N2	effect_NS	pval_NS	flag_sig_NS	effect_RB2011	pval_RB2011	flag_sig_RB2011	effect_RB2055	pval_RB2055	flag_sig_RB2055	effect_RB2347	pval_RB2347	flag_sig_RB2347	effect_RB2550	pval_RB2550	flag_sig_RB2550	effect_CM	pval_CM	flag_sig_CM	effect_UGT	pval_UGT	flag_sig_UGT	effect_UGT49	pval_UGT49	flag_sig_UGT49	effect_UGT60	pval_UGT60	flag_sig_UGT60	effect_VC1265	pval_VC1265	flag_sig_VC1265	effect_VC2524	pval_VC2524	flag_sig_VC2524	ms2_id	min_height	mean_sn	max_right_on_left_assymetry	clique	mean_right_on_left_assymetry	isotopic_pattern_annot	min_mz	min_sn	max_rt	mean_rt_cor	raw_isotopic_pattern	rt	min_right_on_left_assymetry	min_rt_cor	mean_peakwidth	mean_mz	min_peakwidth	max_sn	mz	max_height	max_rt_cor	min_rt	mean_height	neutral_mass	num_clustered_ms2	min_intensity	mean_rt	main_peak	max_peakwidth	max_mz	num_detection	annotations	mean_intensity	max_intensity	total_detection	rank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks_ppm	medianAbsoluteMassErrorFragmentP	massErrorPrecursor_ppm_	ionMass	retentionTimeInSeconds	id
met_3829	0.488286	0.343894	0	-3.021592	0.001864	1	0.46794	0.460141	0	0.829918	0.192631	0	-0.82947	0.134807	0	-0.101002	0.860985	0	-0.03278	0.921566	0	1.081166	0.120763	0	-0.016194	0.97355	0	0.104005	0.823987	0	-0.948068	0.072716	0	-0.01367	0.951202	0	0.410623	0.131177	0	3.417347	0.000239	1	1.124363	0.074114	0	0.203468	0.665031	0	-0.205947	0.683014	0	390_(e30)	10509.48828	1.1483E+11	3.781430938	185	2.088000789	m|m+0.5044_1c13|m+0.9942_cl37|m+1.0036_br81	752.5591	4.7648E+01	6.04	5.992885613	1.0000|0.1097|0.0000|0.4480	6.00	0.833061694	5.957894539	0.293737096	752.5598	0.076964556	1.0000E+12	752.5598	58662180	6.039816105	5.96	16699397.48	753.5670625	1	31292.52288	5.99	[m-h]-	0.401918807	752.5605	209	[m-h-h20]-|[m-h]- |[m-h]- +1|[m-h]- +2|[m-h]- +3|[m-h]- +4|[2m-h]-	84284525.78	308207152.1	209	384	C43H80NO7P	[M - H]-	C43H80NO7P	0.999497487	8.344404505	8.344404505	0	6	0.617919007	-3.104633418	3.104633418	0.446372325	752.5603	349.74	390_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime349.74scanNumNApre
met_3830	0.394648	0.429306	0	-0.929695	0.186641	0	0.247715	0.622566	0	1.123428	0.043916	1	0.044387	0.933013	0	0.107543	0.840836	0	0.243965	0.385183	0	-0.011801	0.9837	0	0.762678	0.149483	0	0.837534	0.09066	0	-0.320757	0.519827	0	0.117842	0.595818	0	0.365616	0.143062	0	0.254488	0.640317	0	1.737378	0.012255	1	-0.471999	0.321913	0	-0.166038	0.73431	0		13132.14258	1.6580E+11	1.406807424	185	0.546724736		714.5448	5.5451E+01	5.88	5.837032059		5.84	0.10032168	5.784128258	0.202570345	714.5460	0.095160083	1.0000E+12	714.5461	12339074	5.88419257	5.78	1797365.432	715.5533709		46533.86303	5.84	[m-h]-	0.281827982	714.5465	193	[m-h]- |[m-h]- +1	11613161.14	92731477.07	193																
met_3831	0.363583	0.46144	0	1.95044	0.012008	1	-0.549075	0.305538	0	-0.062958	0.902619	0	0.156571	0.777738	0	0.189344	0.7334	0	0.139699	0.626242	0	-0.072327	0.903463	0	0.644551	0.203145	0	0.346973	0.488214	0	0.370211	0.486677	0	0.370569	0.102595	0	0.13767	0.577989	0	0.130341	0.810929	0	-0.664473	0.273134	0	0.171826	0.716323	0	0.846288	0.108892	0	743_(e30)	102429.8672	1.9388E+11	3.503727225	185	1.650824064		806.5710	4.7829E+01	6.04	6.002149224		6.00	0.751961398	5.974949372	0.197160471	806.5717	0.140763264	1.0000E+12	806.5717	4315162	6.039816105	5.97	927601.4203	807.5789467	1	431532.6383	6.00	[m-h]-	0.262126623	806.5721	196	[m-h]- |[m-h]- +1|[m-h]- +2	4098896.371	15915312.04	196	381	C43H86NO10P	[M - H]-	C43H86NO10P	0.999497487	10.63968029	10.63968029	0	4	0.472012439	-1.673796112	1.673796112	1.291692933	806.5927	315.97	743_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime315.97scanNumNApre
met_3834	0.635142	0.210004	0	1.790942	0.015454	1	1.027481	0.070323	0	1.121293	0.043874	1	0.587109	0.284677	0	0.624114	0.281374	0	1.072105	0.000346	1	0.178568	0.758492	0	1.124742	0.036726	1	0.694331	0.176017	0	0.15608	0.751559	0	0.72735	0.001745	1	0.62284	0.01377	1	0.355309	0.536072	0	1.737199	0.012232	1	0.790529	0.118798	0	0.922028	0.079477	0	532_(e30)	28704.79688	2.1429E+11	3.014897794	185	1.48334596		776.5598	2.4919E+01	6.02	5.985440566		5.99	0.547420884	5.950522377	0.162652636	776.5602	0.113834472	1.0000E+12	776.5602	616814.9375	6.021283266	5.95	246470.7562	777.5674884	1	129035.4663	5.99	[m-h]-	0.233718918	776.5606	196	[m-h]-	1090101.618	2672840.654	196	452	C49H79NO6	[M - H]-	C49H79NO6	0.995979899	4.367263834	4.367263834	0	3	0.308744504	-2.207037201	2.207037201	1.464366008	776.5846	328.82	532_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime328.82scanNumNApre
met_3847	0.296554	0.548633	0	3.99019	0.000384	1	0.169971	0.740526	0	-0.648375	0.212365	0	0.191415	0.7179	0	0.165969	0.757656	0	0.168599	0.563417	0	-0.319798	0.583438	0	0.329409	0.505112	0	-0.288662	0.552632	0	0.180581	0.729652	0	0.273806	0.223114	0	-0.223687	0.364957	0	-0.785023	0.169403	0	-0.882797	0.151217	0	0.344436	0.479064	0	0.892375	0.086498	0	1929_(e30)	31130.95508	9.2105E+11	2.509314079	185	1.148033013		1518.1957	6.6212E+01	6.04	6.008282727		6.01	0.545912127	5.973328327	0.133162902	1518.1987	0.075446203	1.0000E+12	1518.1987	2092104.625	6.035249156	5.97	333262.849	1519.205989	1	100152.164	6.01	[m-h]-	0.186547151	1518.2003	114	[m-h]-	1206973.398	7122222.672	114																
met_3863	0.209573	0.675893	0	-2.745623	0.002596	1	-0.067589	0.904175	0	-1.512919	0.012296	1	0.317304	0.551558	0	-0.723793	0.196957	0	-0.967858	0.001903	1	-1.453279	0.034753	1	-0.071326	0.886929	0	-1.294167	0.016826	1	-0.319902	0.51899	0	0.025577	0.910283	0	-0.58243	0.024651	1	-1.380641	0.046972	1	-0.435116	0.477698	0	0.441394	0.353665	0	0.247907	0.616517	0	1157_(e30)	11443.36719	1.6827E+11	3.724427977	191	2.22051515		864.5750	2.3869E+02	4.21	4.197711798		4.20	0.293910847	4.182161223	0.230994038	864.5757	0.077458342	1.0000E+12	864.5757	39663668	4.211332746	4.18	11955178.33	829.6063133	1	36193.84435	4.20	[m+cl]-	0.41657421	864.5767	208	[m+cl]- |[m+cl]- +1|[m-2h+k]-|[m+cl]- +2|[m+cl]- +3|[m+cl]- +4	52011211.42	174984259.7	208	1200	C21H44NO7P	[M - H]-	C21H44NO7P	0.274371859	10.50810534	10.50810534	0	2	0.325835037	-2.953435771	2.953435771	1.187484557	452.2788	121.53	1157_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime121.53scanNumNApre
met_3869	0.513977	0.315405	0	-0.775406	0.24521	0	1.523799	0.011219	1	-0.080831	0.871899	0	0.118268	0.825812	0	0.010699	0.984058	0	0.175771	0.534593	0	0.02356	0.967458	0	-0.049655	0.919119	0	0.096705	0.838658	0	0.073227	0.882527	0	0.38067	0.088658	0	0.140535	0.565377	0	-0.313841	0.576864	0	1.371892	0.036665	1	0.651053	0.178252	0	0.505883	0.310665	0		12907.33398	7.7348E+10	2.001732688	191	0.527057225		864.5749	2.9257E+01	4.08	4.046942518		4.05	0.045569412	3.974276241	0.199872688	864.5754	0.084064337	1.0000E+12	864.5754	7993917	4.075057382	3.97	2273803.268	865.5826325		55542.33008	4.05	[m-h]-	0.281009378	864.5766	181	[m-h]-	15828351.51	57644519.21	181																
met_3870	0.252817	0.616466	0	-0.514225	0.411055	0	1.396149	0.017486	1	-0.025882	0.95881	0	-0.148366	0.783551	0	0.021539	0.967944	0	0.209233	0.452078	0	0.075478	0.896121	0	-0.147519	0.763227	0	-0.039392	0.933968	0	-0.060026	0.904519	0	0.177561	0.425169	0	0.055073	0.82157	0	-0.374987	0.509288	0	1.078539	0.087099	0	0.513085	0.284819	0	0.257486	0.604337	0		72302.21094	5.3757E+11	4.505096888	191	0.56525924		865.5783	3.6803E+01	4.07	4.045880845		4.04	0.055700514	3.974276241	0.188963722	865.5788	0.08382939	1.0000E+12	865.5788	4162415	4.074982158	3.97	1228041.026	866.586073		596552.7173	4.05	[m-h]-	0.28152413	865.5796	173	[m-h]-	8153284.732	29938661.61	173																
met_3878	0.449412	0.370931	0	-0.354822	0.56012	0	0.324566	0.576817	0	-0.700038	0.188263	0	0.135126	0.797951	0	-0.284854	0.596843	0	-0.273283	0.331377	0	-0.692627	0.249175	0	0.18679	0.708374	0	-0.909503	0.081732	0	-0.496303	0.320242	0	0.036137	0.87272	0	-0.388634	0.118791	0	-0.918728	0.148187	0	-0.290519	0.624182	0	0.094375	0.841674	0	0.341779	0.496531	0	1999_(e30)	12393.36328	6.7027E+11	3.014282398	191	1.043801529		1570.0780	2.0528E+01	4.20	4.181970514		4.18	0.333825269	4.158259231	0.127145803	1570.0798	0.065838262	1.0000E+12	1570.0797	1299842.75	4.197801306	4.16	319069.9505	1571.086979	1	36398.91286	4.18	[m-h]-	0.224250153	1570.0834	185	[m-h]-	1046117.154	4795553.904	185																
met_3939	0.52099	0.300598	0	-0.207021	0.748896	0	1.405284	0.029537	1	0.027684	0.960416	0	0.31341	0.565747	0	0.614099	0.284983	0	0.437341	0.146292	0	0.218654	0.70702	0	0.072203	0.882598	0	-1.118023	0.051441	0	-0.50688	0.31197	0	0.253439	0.28035	0	0.418168	0.103708	0	2.269308	0.001759	1	1.454298	0.034072	1	1.036513	0.042179	1	0.227216	0.651142	0	1940_(e30)	17014.97461	1.0000E+12	4.011243031	198	1.54125917		1525.1981	1.0000E+06	6.04	6.013590563		6.02	0.400362695	5.977477225	0.124636858	1525.2005	0.065762669	1.0000E+12	1525.2004	749815.625	6.041084294	5.98	296945.2921	1526.207714	1	33619.13823	6.01	[m-h]-	0.167879024	1525.2024	195	[m-h]-	1009881.868	2612152.227	195																
met_3942	0.655693	0.212067	0	-0.241363	0.678559	0	0.236324	0.63825	0	-0.390822	0.461487	0	0.630854	0.245507	0	0.565462	0.306939	0	0.049713	0.853901	0	-1.518995	0.027668	1	0.051952	0.915369	0	-0.990205	0.053031	0	0.842339	0.103799	0	0.396963	0.089279	0	-0.082696	0.743392	0	-0.851694	0.139096	0	0.419034	0.495984	0	1.383366	0.010081	1	0.43489	0.382341	0		20999.06445	1.0000E+12	2.752527581	198	1.407668049		1591.2864	1.0000E+06	6.06	6.029257385		6.03	0.501318544	5.999140677	0.120214956	1591.2875	0.066519149	1.0000E+12	1591.2875	799637.125	6.058376271	6.00	263816.2096	1592.29475		62940.7232	6.03	[m-h]-	0.176904049	1591.2894	195	[m-h]-	868164.1503	2377212.227	195																
met_3945	-0.372542	0.452944	0	0.966625	0.120574	0	0.359246	0.523896	0	0.40766	0.422255	0	-0.404901	0.461743	0	0.623566	0.264478	0	0.562346	0.044193	1	0.386041	0.516981	0	-0.258114	0.620857	0	0.108815	0.816534	0	0.681574	0.182735	0	-0.070211	0.750618	0	0.446467	0.085672	0	2.663522	0.000856	1	-0.102506	0.86047	0	0.332417	0.485883	0	-0.130024	0.790177	0	683_(e30)	11172.47949	4.5652E+11	7.792821263	199	1.16961381		798.5292	7.9300E+01	3.43	3.399414343		3.40	0.317663686	3.376653891	0.292586514	798.5301	0.11358654	1.0000E+12	798.5301	8548270	3.434779984	3.38	2484355.947	763.5607181	1	59791.60527	3.40	[m+cl]-	0.459040308	798.5306	184	[2m-h+cl]2- |[2m-h+cl]2- +1|[m+cl]- |[m+cl]- +1|[m+cl]- +2	18678957.78	50435672.32	184	1040	C42H73N9O6	[M - H]-	C42H73N9O6	0.426130653	2.370540932	2.370540932	0	3	0.20657277	0.033806753	2.375269075	-4.513894002	798.5575	352.7	683_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime352.7scanNumNAprec
met_3946	-0.192362	0.695625	0	-0.33812	0.585674	0	-0.245603	0.625411	0	-0.620606	0.233353	0	0.06302	0.905093	0	-0.309551	0.565937	0	-0.380375	0.159512	0	-0.334858	0.569576	0	0.351794	0.480037	0	-0.425542	0.382921	0	0.412337	0.405964	0	0.026827	0.904038	0	-0.013734	0.955323	0	-0.392605	0.513634	0	-0.438327	0.45584	0	-0.00097	0.998345	0	0.783976	0.131242	0	289_(e30)	28135.34766	1.0000E+12	3.669680168	199	1.505445135		734.4771	1.0000E+06	3.44	3.406905456		3.41	0.363921868	3.365539298	0.249958403	734.4775	0.121953102	1.0000E+12	734.4775	3062811	3.436400648	3.37	504860.8352	735.4848159	1	134774.415	3.41	[m-h]-	0.393687818	734.4779	196	[m-h]- |[m-h]- +1|[m-h]- +2	3189187.735	15477919.84	196	965	C40H69N3O9	[M - H]-	C40H69N3O9	0.5	17.31596159	17.31596159	0	8	0.365149457	-0.81254329	0.81254329	1.900161798	734.4975	169.32	289_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime169.32scanNumNApre
met_3948	0.270976	0.59647	0	-4.246345	0.000813	1	-0.290599	0.569691	0	-1.481396	0.01284	1	0.390771	0.472382	0	-0.345888	0.539181	0	-0.865652	0.005197	1	-1.289383	0.062757	0	-0.066285	0.897961	0	-0.644201	0.232434	0	0.022313	0.964935	0	0.196083	0.407748	0	-0.635022	0.02012	1	-0.88069	0.166262	0	-2.862678	0.001591	1	-0.304032	0.523021	0	1.690835	0.004842	1	295_(e30)	10090.09863	5.0481E+11	4.392928317	200	2.324223565		736.4925	2.7467E+03	3.93	3.909166374		3.91	0.539765041	3.887410351	0.245886988	736.4933	0.077351877	1.0000E+12	736.4933	45192584	3.92816044	3.89	14316843.87	737.5006054	1	34033.22729	3.91	[m-h]-	0.409822651	736.4936	208	[m-h]- |[m-h]- +1|[m-h]- +2	64218591.55	227054446.5	208	498	C38H76NO10P	[M - H]-	C38H76NO10P	0.991457286	37.91108513	37.91108513	0	10	0.810335527	-2.87711722	2.87711722	2.026014804	736.5149	217.9	295_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime217.9scanNumNAprec
met_3966	-0.074811	0.878317	0	0.195987	0.755061	0	0.121839	0.8202	0	-0.62442	0.228203	0	-0.092749	0.863776	0	0.792789	0.163003	0	0.081811	0.769454	0	0.070032	0.903496	0	-0.94707	0.071618	0	-0.00664	0.988738	0	-0.215043	0.666028	0	-0.08873	0.687192	0	-0.02204	0.93165	0	2.137704	0.007986	1	0.154708	0.790133	0	0.186465	0.690672	0	-0.51552	0.307995	0	1244_(e30)	11265.81934	4.6798E+11	2.340385645	203	1.061929472		878.5907	6.8913E+02	4.12	4.108345149		4.11	0.666381009	4.093023168	0.176815571	878.5915	0.067369337	1.0000E+12	878.5914	42178164	4.124144912	4.09	6663360.066	879.598694	1	36256.62532	4.11	[m-h]-	0.225117315	878.5924	203	[m-h]- |[m-h]- +1|[m-h]- +2|[m-h]- +3	29400318.77	205186664.7	203																
met_3971	0.142845	0.770154	0	-8.573646	0.000288	1	-0.888718	0.097612	0	-0.169139	0.751064	0	-0.804169	0.196724	0	-0.176458	0.756028	0	-0.561089	0.07214	0	-1.043714	0.121343	0	1.51183	0.011303	1	0.375191	0.427999	0	-0.224163	0.652418	0	0.193516	0.39176	0	0.088232	0.743593	0	-1.198108	0.053183	0	1.573906	0.02282	1	0.455534	0.346156	0	0.401957	0.416519	0	316_(e30)	12298.34277	4.1919E+11	3.281786204	204	1.906875852		740.5603	5.0574E+02	5.66	5.639045126		5.64	0.670636636	5.616231721	0.256004231	740.5606	0.096793206	1.0000E+12	740.5606	8817888	5.658093756	5.62	3967633.213	741.5679142	1	47730.35081	5.64	[m-h]-	0.347095066	740.5611	198	[m-h]- |[m-h]- +1|[m-h]- +2|[m-h]- +3|[2m-h+cl]2-	22744475.41	55827701.27	198	184	C42H80NO7P	[M - H]-	C42H80NO7P	1	20.42084701	20.42084701	0	6	0.622901517	-1.080454209	1.080454209	3.154254667	740.5623	365.11	316_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime365.11scanNumNApre
met_3973	0.10895	0.825395	0	0.968929	0.12505	0	0.595403	0.343331	0	1.482139	0.018063	1	-0.504446	0.363496	0	0.665403	0.236049	0	0.912891	0.002755	1	0.90572	0.180297	0	1.030862	0.052601	0	0.42458	0.370746	0	0.293702	0.557274	0	0.302022	0.18159	0	0.833602	0.001164	1	1.129456	0.055756	0	1.007913	0.104555	0	1.149436	0.028765	1	0.253194	0.605775	0		12514.74316	4.8500E+11	3.542241294	204	2.06172284		751.5477	1.0261E+02	5.64	5.614903735		5.62	0.998772891	5.592887201	0.24362375	751.5481	0.067585628	1.0000E+12	751.5481	18171420	5.639425501	5.59	6513057.689	752.5553639		32186.72972	5.61	[m-h]-	0.327005859	751.5486	200	[m-h]- |[m-h]- +1|[m-h]- +2	32113776.07	80394493.6	200																
met_3977	-0.17166	0.727424	0	-1.165151	0.07105	0	-0.828773	0.119264	0	-0.422388	0.41264	0	-0.251308	0.635697	0	-0.221719	0.680401	0	-0.614532	0.025865	1	0.199603	0.731124	0	0.219755	0.654463	0	1.076862	0.035391	1	-0.315717	0.522106	0	0.149335	0.502186	0	-0.235836	0.334497	0	-1.17712	0.047544	1	-0.304581	0.617357	0	0.271834	0.563295	0	-0.172981	0.723623	0		106014.2734	6.3590E+11	24.81908919	204	1.119551316		758.5610	9.5532E+01	5.51	5.483405425		5.49	0.137122789	5.456635535	0.217776604	758.5614	0.094530954	1.0000E+12	758.5613	2573362	5.50827168	5.46	919056.4942	759.5686243		562250.8555	5.48	[m-h]-	0.504651469	758.5622	194	[m-h]-	6279815.422	27287689.48	195																
met_400	-0.283208	0.564777	0	-0.84541	0.22888	0	-0.118891	0.815908	0	-0.038791	0.938978	0	-0.315851	0.563725	0	-0.244978	0.648686	0	-0.239663	0.383654	0	0.060345	0.916808	0	0.361362	0.472291	0	-0.208282	0.666709	0	-1.0893	0.047443	1	-0.380098	0.088951	0	-0.414094	0.101171	0	-1.011081	0.09995	0	-0.658007	0.274453	0	-0.763272	0.119107	0	-0.319737	0.516993	0	370_(e30)	12391.84375	1.1268E+11	3.557209827	15	1.496356507		750.5079	1.2270E+02	4.18	4.146837291		4.15	0.531600905	4.114008081	0.276525192	750.5084	0.097709883	1.0000E+12	750.5084	118076896	4.179268171	4.11	46584039.07	751.515688	1	48592.45019	4.15	[m-h]-	0.448132098	750.5090	213	[m-h]- |[m-h]- +1|[m-h]- +2|[m-h]- +3|[m-h]- +4|[2m-h]-	231834596.6	642054375.5	213	616	C42H74NO8P	[M - H]-	C42H74NO8P	0.961809045	11.99718543	11.99718543	0	7	0.465147817	-4.721916659	4.721916659	0.76147584	750.5085	203.99	370_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime203.99scanNumNApre
met_4029	0.401147	0.420888	0	0.99907	0.135306	0	1.45706	0.014072	1	1.410222	0.018209	1	0.047586	0.928102	0	0.024274	0.963805	0	0.915231	0.002025	1	2.07418	0.00967	1	1.410325	0.015177	1	0.840885	0.091306	0	-0.398128	0.422415	0	0.368619	0.097578	0	1.041167	0.000207	1	1.898571	0.005022	1	1.698687	0.018236	1	0.442193	0.354205	0	0.078926	0.872174	0	460_(e30)	53625.91797	8.0000E+11	2.99332382	213	1.482482656		764.5595	1.9368E+01	5.91	5.881542963		5.89	0.498515965	5.855389634	0.1820702	764.5600	0.112130593	1.0000E+12	764.5599	6926330	5.909937178	5.86	771381.9319	765.567219	1	230603.3645	5.88	[m-h]-	0.2244232	764.5606	195	[m-h]- |[m-h]- +1	4278646.575	42236604.38	195	631	C44H80NO7P	[M - H]-	C44H80NO7P	0.955276382	-0.57140515	-0.57140515	0	3	0.111157196	0.564870888	3.710356554	-0.476192974	764.5596	336.18	460_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime336.18scanNumNApre
met_4030	0.113619	0.819987	0	4.308381	0.000292	1	0.241541	0.64841	0	-0.241753	0.630621	0	0.266008	0.620779	0	0.128367	0.818283	0	0.294016	0.320212	0	0.059982	0.918476	0	-0.7043	0.17161	0	-0.41698	0.403506	0	-0.07904	0.879248	0	0.165066	0.463903	0	-0.181544	0.49406	0	1.981619	0.005035	1	-2.082567	0.005049	1	0.379243	0.435	0	0.489139	0.329912	0	655_(e30)	57631.99609	1.0204E+10	2.668571806	213	1.453803721		794.5701	4.3716E+01	5.90	5.875122104		5.88	0.555005384	5.85713464	0.182018006	794.5708	0.113761887	1.0000E+12	794.5708	3979806.5	5.901354417	5.86	800477.0403	795.5780764	1	246842.8788	5.88	[m-h]-	0.242806217	794.5715	196	[m-h]- |[m-h]- +1	3464091.147	18403587.99	196	1152	C47H77N3O7	[M - H]-	C47H77N3O7	0.309547739	1	1	0	1	0	NaN	NaN	3.303224556	794.5715	359.68	655_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime359.68scanNumNApre
met_4042	0.431401	0.38739	0	-4.427246	0.000803	1	0.788994	0.14179	0	0.374554	0.463927	0	-1.019319	0.095734	0	0.160273	0.776262	0	0.193851	0.520114	0	0.067258	0.907368	0	0.975377	0.065696	0	-0.168422	0.745233	0	0.179553	0.732116	0	0.401527	0.100601	0	0.350736	0.159033	0	0.446011	0.428816	0	-0.027086	0.963928	0	2.166586	0.000548	1	0.747815	0.146504	0	376_(e30)	10836.28418	8.2927E+10	2.795322048	215	1.285616281		750.5436	7.9792E+01	5.27	5.215738231		5.22	0.429144109	5.190154067	0.206317557	750.5441	0.076735149	1.0000E+12	750.5441	19240006	5.26636107	5.19	9089788.234	715.5746631	1	42513.4251	5.22	[m+cl]-	0.252752017	750.5448	205	[m+cl]-|[m-2h+k]-	45959893.02	91584848.01	205	163	C43H78NO7P	[M - H]-	C43H78NO7P	1	23.63137491	23.63137491	0	20	0.926314982	-3.467930209	3.467930209	0.24780155	750.5445	322.65	376_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime322.65scanNumNApre
met_4046	0.428806	0.40429	0	-1.939434	0.009068	1	0.321949	0.565726	0	0.301401	0.566918	0	-1.134536	0.054238	0	0.339681	0.544173	0	-0.026765	0.926775	0	1.043094	0.104994	0	-0.528378	0.289871	0	-0.663717	0.1809	0	-0.796367	0.129885	0	-0.312002	0.170429	0	0.110954	0.676046	0	2.67122	0.000829	1	-0.049872	0.936243	0	-0.195155	0.679567	0	-0.196983	0.690024	0	377_(e30)	13836.17676	8.8670E+10	8.010833168	216	1.599609471		750.5438	2.4457E+03	5.45	5.41151013		5.41	0.374773923	5.375695416	0.197348833	750.5444	0.077175362	1.0000E+12	750.5444	35130808	5.452077255	5.38	12307940.57	751.5516532	1	46561.40193	5.41	[m-h]-	0.224775505	750.5449	203	[m-h]- |[m-h]- +1|[m-h]- +2	60100746.94	194556558.2	203	361	C43H78NO7P	[M - H]-	C43H78NO7P	0.999497487	56.29653113	56.29653113	0	31	0.955883529	-2.186361533	2.186361533	1.313692978	750.5453	337.1	377_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime337.1scanNumNAprec
met_4049	0.240271	0.62779	0	0.929805	0.136134	0	0.61044	0.305926	0	1.469431	0.014551	1	-0.548994	0.332068	0	0.502003	0.376526	0	0.864574	0.003733	1	1.251912	0.059881	0	0.822869	0.114821	0	0.698311	0.154444	0	0.073932	0.883779	0	0.321052	0.155179	0	0.749095	0.003297	1	1.080981	0.066489	0	0.852692	0.163846	0	0.832571	0.092452	0	0.173899	0.7226	0	378_(e30)	10423.6582	1.2683E+11	4.266827783	217	2.211500518		750.5442	1.8479E+02	5.65	5.614543604		5.62	0.750791766	5.579646018	0.252596861	750.5449	0.076814843	1.0000E+12	750.5449	38723136	5.64833255	5.58	13086948.16	751.5522061	1	28787.23461	5.61	[m-h]-	0.345670131	750.5452	205	[m-h]-	65258130.53	169283413.7	205	992	C46H81N5O3	[M - H]-	C46H81N5O3	0.471356784	1	1	0	1	0	NaN	NaN	-4.749387421	750.6231	429.76	378_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime429.76scanNumNApre
met_4052	0.151792	0.759793	0	-3.871974	0.000922	1	0.76051	0.178779	0	0.634379	0.242042	0	-1.087125	0.066334	0	0.554651	0.316015	0	0.333634	0.279042	0	0.006082	0.991632	0	0.663918	0.190833	0	-0.198865	0.695515	0	0.093499	0.853521	0	0.274064	0.255693	0	0.285814	0.242928	0	0.783893	0.172542	0	-0.193581	0.741282	0	2.247157	0.000416	1	0.614007	0.222375	0		10140.86328	5.4000E+11	2.163353082	218	1.391062259		751.5472	1.7940E+03	5.27	5.216097987		5.22	0.705574265	5.193311736	0.201935728	751.5475	0.076670954	1.0000E+12	751.5475	9383012	5.26636107	5.19	4543463.911	752.5547643		35773.65788	5.22	[m-h]-	0.283003225	751.5483	200	[m-h]-	22684277.31	43416458.69	200																
met_4053	-0.207587	0.671833	0	-0.069344	0.910729	0	0.286924	0.56958	0	0.333418	0.523982	0	-0.319204	0.551283	0	-0.109731	0.84015	0	0.132085	0.626517	0	0.483119	0.420091	0	0.868803	0.108658	0	0.254248	0.593781	0	-0.71894	0.164832	0	-0.157123	0.478538	0	0.188418	0.448733	0	0.109631	0.839969	0	0.368992	0.533759	0	0.030354	0.948282	0	-0.664792	0.199415	0	386_(e30)	12397.04004	4.7573E+11	3.985802299	219	1.46277294		752.5237	5.1605E+02	4.63	4.606358632		4.61	0.711276527	4.583062539	0.207699225	752.5244	0.08679764	1.0000E+12	752.5244	30011480	4.634644148	4.58	8641646.778	753.5317196	1	35392.14255	4.61	[m-h]-	0.385238003	752.5250	206	[m-h]- |[m-h]- +1|[m-h]- +2|[m-h]- +3	44754398.47	149303987.1	206	748	C40H75N5O8	[M - H]-	C40H75N5O8	0.830150754	1	1	0	1	0	NaN	NaN	-3.438844015	752.5517	391.92	386_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime391.92scanNumNApre
