primary_fbgn,symbol,chrom,start,end,strand,upstream_start,upstream_end,motif_count,motif_positions,motif_eval
FBgn0034797,nahoda,2R,18783696,18804242,+,18781696,18806242,6,18785951;18786206;18787178;18788350;18789749;18805144,3.5e-10;2.6e-09;1.5e-10;2.6e-09;2.6e-09;5.9e-09
FBgn0265145,CG44214,2R,15543800,15545345,-,15541800,15547345,0,,
FBgn0033524,Cyp49a1,2R,6336855,6346397,-,6334855,6348397,1,6336721,2.6e-09
FBgn0261584,CG42694,2R,18829772,18832670,+,18827772,18834670,3,18828311;18829407;18829683,3.5e-10;5.9e-09;2.6e-09
FBgn0029093,cathD,2R,3709616,3711074,-,3707616,3713074,0,,
FBgn0020391,Nrk,2R,9047568,9050989,+,9045568,9052989,0,,
FBgn0033133,Tsp42Ek,2R,2930161,2932215,+,2928161,2934215,3,2928795;2928914;2929004,1.5e-10;2.6e-09;2.6e-09
FBgn0034110,Atg9,2R,12181905,12184737,+,12179905,12186737,0,,
FBgn0050053,CG30053,2R,8576238,8577381,-,8574238,8579381,2,8575327;8578399,1.5e-10;5.9e-09
FBgn0010053,Jheh1,2R,14740939,14742592,-,14738939,14744592,1,14743076,4.6e-09
FBgn0033548,CG7637,2R,6698061,6698441,-,6696061,6700441,0,,
FBgn0035023,itp,2R,20427465,20446273,+,20425465,20448273,2,20441567;20444283,4.6e-09;3.5e-10
FBgn0034899,CG13560,2R,19635096,19635741,+,19633096,19637741,1,19634578,4.6e-09
FBgn0033588,CG13228,2R,7121500,7121970,+,7119500,7123970,1,7121171,5.9e-09
FBgn0261698,CG42732,2R,6209700,6304501,-,6207700,6306501,20,6211957;6221917;6227130;6229922;6234453;6241614;6247253;6251653;6254328;6263199;6263517;6263840;6264550;6265661;6283050;6285985;6287920;6294658;6296838;6299773,4.0e-10;1.5e-10;3.5e-10;4.6e-09;3.5e-10;3.5e-10;2.6e-09;4.0e-10;4.6e-09;4.6e-09;2.6e-09;4.6e-09;4.6e-09;5.9e-09;4.6e-09;1.5e-10;4.6e-09;1.5e-10;1.5e-10;5.9e-09
FBgn0033508,Obp46a,2R,6198677,6199528,-,6196677,6201528,0,,
FBgn0002789,Mp20,2R,9134175,9135264,+,9132175,9137264,1,9135247,2.6e-09
FBgn0013348,TpnC41C,2R,952742,957715,-,950742,959715,4,950986;951684;953753;956400,3.5e-10;3.5e-10;1.5e-10;3.5e-10
FBgn0004839,otk,2R,7888978,7907351,-,7886978,7909351,1,7903678,4.6e-09
FBgn0033244,CG8726,2R,3855634,3859508,-,3853634,3861508,2,3854108;3860097,2.6e-09;2.6e-09
FBgn0013725,phyl,2R,10314841,10319842,-,10312841,10321842,1,10316916,4.0e-10
FBgn0014028,SdhB,2R,2695131,2696677,+,2693131,2698677,0,,
FBgn0263466,snoRNA:lola-a,2R,6424000,6424165,-,6422000,6426165,0,,
FBgn0262970,CR43281,2R,667816,671151,-,665816,673151,5,668201;668678;669667;671686;672026,1.5e-10;4.6e-09;1.5e-10;2.6e-09;4.6e-09
FBgn0003975,vg,2R,8772137,8786890,+,8770137,8788890,3,8773538;8775305;8783645,2.6e-09;4.6e-09;4.6e-09
FBgn0053792,CG33792,2R,8520179,8520959,+,8518179,8522959,1,8520611,2.6e-09
FBgn0050360,Mal-A6,2R,4352663,4354701,+,4350663,4356701,0,,
FBgn0034756,Cyp6d2,2R,18540078,18542035,-,18538078,18544035,1,18543045,1.5e-10
FBgn0086025,snoRNA:Me28S-A2589c,2R,17219078,17219184,+,17217078,17221184,1,17218589,4.6e-09
FBgn0262416,mir-31a,2R,13671300,13671391,-,13669300,13673391,1,13672435,1.5e-10
FBgn0034399,CG15083,2R,14722768,14724347,+,14720768,14726347,0,,
FBgn0050287,CG30287,2R,17424399,17425520,-,17422399,17427520,0,,
FBgn0033447,dila,2R,5710587,5714711,-,5708587,5716711,2,5711884;5712859,4.6e-09;3.5e-10
FBgn0053377,5SrRNA:CR33377,2R,15644760,15644894,-,15642760,15646894,0,,
FBgn0003326,sca,2R,8668046,8689515,+,8666046,8691515,4,8670846;8674758;8678099;8689421,2.6e-09;4.6e-09;3.5e-10;3.5e-10
FBgn0001220,Hsc70-5,2R,10140103,10143697,-,10138103,10145697,0,,
FBgn0263667,Lpt,2R,19786102,19791187,+,19784102,19793187,1,19792161,4.6e-09
FBgn0053381,5SrRNA:CR33381,2R,15643277,15643411,-,15641277,15645411,0,,
FBgn0262988,CG43296,2R,4304681,4305211,-,4302681,4307211,1,4307023,2.6e-09
FBgn0261856,CR42785,2R,2887659,2889201,+,2885659,2891201,0,,
FBgn0033153,Gadd45,2R,3136666,3138160,+,3134666,3140160,4,3134788;3135251;3135720;3137736,4.6e-09;4.6e-09;4.6e-09;3.5e-10
FBgn0010611,Hmgs,2R,12223595,12228747,+,12221595,12230747,2,12225137;12225360,4.6e-09;2.6e-09
FBgn0011300,babo,2R,4839844,4850301,+,4837844,4852301,3,4842020;4843378;4850960,2.6e-09;3.5e-10;2.6e-09
FBgn0034292,CG5767,2R,13933891,13934989,-,13931891,13936989,1,13935682,4.6e-09
FBgn0261067,LSm1,2R,17057474,17058177,-,17055474,17060177,0,,
FBgn0034354,GstE11,2R,14391113,14392349,+,14389113,14394349,4,14389610;14391222;14391553;14392325,4.6e-09;2.6e-09;3.5e-10;4.6e-09
FBgn0053428,5SrRNA:CR33428,2R,15625957,15626091,-,15623957,15628091,0,,
FBgn0011227,ox,2R,8644638,8645034,-,8642638,8647034,0,,
FBgn0034924,CG17658,2R,19782601,19784520,+,19780601,19786520,1,19782750,4.0e-10
FBgn0261501,CG42649,2R,13486894,13487112,-,13484894,13489112,0,,
FBgn0024315,Picot,2R,12542828,12555180,-,12540828,12557180,1,12548088,2.6e-09
FBgn0033653,CG13192,2R,7712850,7714602,+,7710850,7716602,0,,
FBgn0014877,Roe1,2R,9441582,9443111,+,9439582,9445111,2,9444786;9444962,4.6e-09;2.6e-09
FBgn0033060,CG7849,2R,1964415,1965593,+,1962415,1967593,0,,
FBgn0034402,CG15084,2R,14738349,14739468,+,14736349,14741468,2,14737662;14738196,2.6e-09;3.5e-10
FBgn0033210,U2A,2R,3562867,3563867,-,3560867,3565867,0,,
FBgn0265174,CG44239,2R,12842963,12844813,+,12840963,12846813,1,12844583,5.9e-09
FBgn0015038,Cyp9b1,2R,3015343,3017313,-,3013343,3019313,0,,
FBgn0026326,Mad1,2R,5176462,5179070,-,5174462,5181070,2,5175171;5179645,2.6e-09;3.5e-10
FBgn0034532,CG13436,2R,16523897,16525928,+,16521897,16527928,2,16522834;16523645,3.5e-10;4.6e-09
FBgn0053390,5SrRNA:CR33390,2R,15639962,15640096,-,15637962,15642096,0,,
FBgn0033558,CG12344,2R,6714935,6723214,-,6712935,6725214,1,6718657,2.6e-09
FBgn0050481,mRpL53,2R,9841700,9843169,+,9839700,9845169,0,,
FBgn0041237,Gr58c,2R,17864167,17865462,+,17862167,17867462,2,17863955;17865504,4.6e-09;2.6e-09
FBgn0265847,CR44636,2R,16025399,16025750,+,16023399,16027750,1,16024084,2.6e-09
FBgn0259707,CG42361,2R,20495216,20496311,+,20493216,20498311,0,,
FBgn0265591,CR44418,2R,13842050,13842800,+,13840050,13844800,0,,
FBgn0003090,pk,2R,3038208,3110883,+,3036208,3112883,6,3039152;3046969;3053544;3053625;3094246;3098636,3.5e-10;4.6e-09;4.6e-09;3.5e-10;2.6e-09;3.5e-10
FBgn0026402,NiPp1,2R,12891068,12892654,-,12889068,12894654,0,,
FBgn0034826,CG13544,2R,19026599,19028107,-,19024599,19030107,1,19025341,2.6e-09
FBgn0034491,Hsl,2R,16145155,16149231,+,16143155,16151231,0,,
FBgn0033900,CG8257,2R,10046601,10048767,-,10044601,10050767,0,,
FBgn0033933,CG10104,2R,10278201,10279714,+,10276201,10281714,1,10277311,4.6e-09
FBgn0086659,snoRNA:Psi18S-176,2R,19727434,19727587,-,19725434,19729587,3,19726087;19727122;19727957,2.6e-09;3.5e-10;2.6e-09
FBgn0033316,CG14749,2R,4515405,4517691,+,4513405,4519691,0,,
FBgn0033052,SCAP,2R,1913778,1923893,-,1911778,1925893,0,,
FBgn0034128,CG4409,2R,12330716,12332350,+,12328716,12334350,0,,
FBgn0040734,CG15065,2R,14277464,14277747,+,14275464,14279747,1,14278588,1.5e-10
FBgn0035007,CG3492,2R,20360235,20361749,+,20358235,20363749,1,20363016,3.5e-10
FBgn0050509,tRNA:CR30509,2R,9325371,9325444,+,9323371,9327444,0,,
FBgn0029175,Ext2,2R,12033409,12037144,-,12031409,12039144,0,,
FBgn0261700,CR42736,2R,14264992,14265701,+,14262992,14267701,0,,
FBgn0033802,CG17724,2R,9063599,9077591,-,9061599,9079591,4,9063839;9068040;9071359;9074664,1.5e-10;4.6e-09;1.5e-10;2.6e-09
FBgn0033520,Prx2540-1,2R,6311941,6312976,+,6309941,6314976,1,6314416,4.6e-09
FBgn0034687,CG11475,2R,17957230,17958791,-,17955230,17960791,1,17960591,4.6e-09
FBgn0034644,CG10082,2R,17533682,17545440,+,17531682,17547440,0,,
FBgn0034184,CG9646,2R,12936380,12941360,+,12934380,12943360,0,,
FBgn0050441,CG30441,2R,1239222,1239627,-,1237222,1241627,3,1238363;1239640;1239861,3.5e-10;4.6e-09;3.5e-10
FBgn0034541,CG13437,2R,16549090,16550100,+,16547090,16552100,0,,
FBgn0053423,5SrRNA:CR33423,2R,15627810,15627944,-,15625810,15629944,0,,
FBgn0034173,CG9010,2R,12846448,12847700,-,12844448,12849700,2,12844583;12848018,5.9e-09;2.6e-09
FBgn0034564,CG9344,2R,16864561,16865105,+,16862561,16867105,0,,
FBgn0033366,Ance-4,2R,4927233,4929647,-,4925233,4931647,0,,
FBgn0041585,olf186-F,2R,13730947,13748087,+,13728947,13750087,6,13729196;13730547;13730738;13733729;13734011;13745948,2.6e-09;3.5e-10;3.5e-10;1.5e-10;2.6e-09;2.6e-09
FBgn0012051,CalpA,2R,15312618,15318069,+,15310618,15320069,4,15311706;15313273;15313869;15316531,1.5e-10;2.6e-09;4.6e-09;4.6e-09
FBgn0033208,mRpL52,2R,3561226,3561905,-,3559226,3563905,1,3559434,4.6e-09
FBgn0034579,mRpL54,2R,16948294,16949092,+,16946294,16951092,1,16948678,1.5e-10
FBgn0265833,CG44622,2R,15841300,15842150,+,15839300,15844150,1,15842355,4.6e-09
FBgn0001122,Galphao,2R,6325490,6353206,+,6323490,6355206,5,6327665;6330959;6336721;6351722;6352128,2.6e-09;2.6e-09;2.6e-09;4.6e-09;4.6e-09
FBgn0003175,px,2R,18381802,18449570,-,18379802,18451570,10,18392281;18397873;18422753;18430401;18430681;18432045;18434636;18437492;18445254;18451042,4.6e-09;2.6e-09;4.6e-09;4.0e-10;3.5e-10;1.5e-10;1.5e-10;4.0e-10;4.6e-09;1.5e-10
FBgn0034070,SP2353,2R,11919435,11934748,+,11917435,11936748,3,11921458;11928394;11935275,4.6e-09;4.6e-09;3.5e-10
FBgn0028981,tRNA:S4:56D,2R,15302103,15302184,+,15300103,15304184,0,,
FBgn0033726,Cpr49Ad,2R,8278401,8279204,-,8276401,8281204,0,,
FBgn0046297,CR9284,2R,17690929,17691843,+,17688929,17693843,2,17690795;17693114,1.5e-10;4.6e-09
FBgn0000633,fas,2R,9510549,9636872,+,9508549,9638872,17,9514121;9522594;9534535;9537201;9548962;9556318;9566679;9569686;9604624;9611879;9613948;9617290;9621808;9624485;9627491;9634891;9637076,4.0e-10;4.6e-09;3.5e-10;4.6e-09;1.5e-10;4.6e-09;4.6e-09;4.6e-09;4.6e-09;3.5e-10;2.6e-09;4.6e-09;4.6e-09;2.6e-09;2.6e-09;4.6e-09;4.6e-09
FBgn0034770,Obp58d,2R,18594439,18595277,+,18592439,18597277,0,,
FBgn0053394,5SrRNA:CR33394,2R,15638494,15638628,-,15636494,15640628,0,,
FBgn0265344,CR44298,2R,5940600,5940898,-,5938600,5942898,1,5941646,2.6e-09
FBgn0034642,CG15674,2R,17519512,17521867,+,17517512,17523867,0,,
FBgn0050486,CG30486,2R,8735539,8736481,-,8733539,8738481,2,8735513;8736867,2.6e-09;2.6e-09
FBgn0034511,CG13422,2R,16413800,16414330,+,16411800,16416330,1,16416141,3.5e-10
FBgn0265643,CR44450,2R,4199150,4199450,+,4197150,4201450,1,4197502,2.6e-09
FBgn0261823,Asx,2R,10391463,10399998,+,10389463,10401998,3,10394884;10396778;10399995,1.5e-10;5.9e-09;4.6e-09
FBgn0033330,CG8746,2R,4680138,4681278,+,4678138,4683278,0,,
FBgn0050446,Tdc2,2R,2572250,2577479,-,2570250,2579479,1,2573391,4.6e-09
FBgn0029131,debcl,2R,2536159,2540347,+,2534159,2542347,2,2534673;2537943,4.6e-09;4.6e-09
FBgn0033178,CG11127,2R,3351009,3352492,+,3349009,3354492,0,,
FBgn0264956,CR44125,2R,1772399,1774000,+,1770399,1776000,1,1774514,2.6e-09
FBgn0085234,CG34205,2R,18017617,18018804,-,18015617,18020804,0,,
FBgn0011849,tRNA:E4:56Fb,2R,15614965,15615036,-,15612965,15617036,0,,
FBgn0033279,CG2291,2R,4148112,4148968,-,4146112,4150968,1,4150745,2.6e-09
FBgn0262954,Rpb12,2R,11032473,11033024,-,11030473,11035024,1,11035003,5.9e-09
FBgn0050118,CG30118,2R,14317820,14327980,-,14315820,14329980,3,14318131;14321384;14328886,3.5e-10;4.0e-10;3.5e-10
FBgn0034742,CG4294,2R,18487910,18493172,-,18485910,18495172,1,18486295,4.6e-09
FBgn0263445,CR43468,2R,8762669,8764785,+,8760669,8766785,0,,
FBgn0003317,sax,2R,3693989,3697572,+,3691989,3699572,0,,
FBgn0053404,5SrRNA:CR33404,2R,15634823,15634957,-,15632823,15636957,0,,
FBgn0264880,CR44071,2R,3230850,3231200,+,3228850,3233200,0,,
FBgn0024232,gprs,2R,12528748,12538630,+,12526748,12540630,4,12527991;12530874;12531731;12536675,2.6e-09;1.5e-10;5.9e-09;2.6e-09
FBgn0033791,Drl-2,2R,8942751,8967044,-,8940751,8969044,3,8945870;8961135;8961206,2.6e-09;2.6e-09;1.5e-10
FBgn0034371,SP2637,2R,14528367,14545727,-,14526367,14547727,6,14531038;14532510;14533647;14534508;14535850;14545970,3.5e-10;2.6e-09;4.6e-09;4.6e-09;4.0e-10;4.6e-09
FBgn0034456,Ir56b,2R,15395672,15397158,+,15393672,15399158,0,,
FBgn0027360,Tim10,2R,17577720,17578644,-,17575720,17580644,0,,
FBgn0033738,CG8830,2R,8318952,8324082,-,8316952,8326082,0,,
FBgn0033999,CG8093,2R,11101565,11103191,-,11099565,11105191,0,,
FBgn0082972,snoRNA:Psi28S-3316a,2R,17214244,17214375,+,17212244,17216375,1,17212699,3.5e-10
FBgn0050229,tRNA:CR30229,2R,14657636,14657717,+,14655636,14659717,0,,
FBgn0034622,CG15666,2R,17229477,17233113,+,17227477,17235113,0,,
FBgn0265763,CR44570,2R,15747200,15747600,-,15745200,15749600,0,,
FBgn0263981,CR43730,2R,12176849,12178901,-,12174849,12180901,0,,
FBgn0033750,CG13151,2R,8402880,8404789,+,8400880,8406789,0,,
FBgn0262447,mir-14,2R,5441267,5441329,+,5439267,5443329,1,5442629,2.6e-09
FBgn0034382,CG18609,2R,14630022,14631131,-,14628022,14633131,1,14628625,1.5e-10
FBgn0052834,CG32834,2R,18870128,18871798,-,18868128,18873798,1,18870610,4.6e-09
FBgn0024836,stan,2R,6560850,6608643,+,6558850,6610643,8,6559364;6561018;6565952;6572053;6572974;6595579;6596111;6610055,4.6e-09;3.5e-10;5.9e-09;2.6e-09;2.6e-09;2.6e-09;3.5e-10;1.5e-10
FBgn0033093,CG3270,2R,2580935,2582692,+,2578935,2584692,0,,
FBgn0033350,CG8237,2R,4813176,4814395,+,4811176,4816395,0,,
FBgn0265850,CR44639,2R,16181400,16182200,+,16179400,16184200,3,16180746;16181096;16182516,2.6e-09;4.6e-09;2.6e-09
FBgn0050172,CG30172,2R,19918169,19918725,-,19916169,19920725,0,,
FBgn0050035,Tret1-1,2R,7553273,7562287,+,7551273,7564287,2,7557197;7558258,4.0e-10;2.6e-09
FBgn0265864,CR44653,2R,16449750,16450200,+,16447750,16452200,0,,
FBgn0053365,5SrRNA:CR33365,2R,15649207,15649341,-,15647207,15651341,0,,
FBgn0034624,CG17974,2R,17236450,17238083,-,17234450,17240083,2,17238924;17239165,1.5e-10;1.5e-10
FBgn0259179,CG42284,2R,18710231,18716429,+,18708231,18718429,1,18709304,4.6e-09
FBgn0050159,CG30159,2R,2880186,2881811,+,2878186,2883811,2,2878283;2880067,1.5e-10;4.6e-09
FBgn0034724,babos,2R,18281381,18289564,-,18279381,18291564,1,18280439,1.5e-10
FBgn0263337,CR43418,2R,14702443,14703146,+,14700443,14705146,0,,
FBgn0034196,CG15605,2R,13013915,13014528,-,13011915,13016528,0,,
FBgn0264980,CR44131,2R,1956300,1957300,+,1954300,1959300,1,1959259,2.6e-09
FBgn0043792,CG30427,2R,20816270,20824994,-,20814270,20826994,6,20814616;20815568;20816230;20816240;20823498;20824023,4.6e-09;3.5e-10;3.5e-10;4.0e-10;3.5e-10;4.6e-09
FBgn0053680,CG33680,2R,21136529,21137839,-,21134529,21139839,0,,
FBgn0033260,Cul-4,2R,3989765,3993823,-,3987765,3995823,2,3989773;3992108,2.6e-09;1.5e-10
FBgn0011878,tRNA:H:48F,2R,8223923,8223994,+,8221923,8225994,3,8221976;8222241;8222642,2.6e-09;3.5e-10;2.6e-09
FBgn0034447,CG7744,2R,15340009,15343032,+,15338009,15345032,1,15340789,2.6e-09
FBgn0063492,GstE8,2R,14295339,14296067,+,14293339,14298067,1,14297420,5.9e-09
FBgn0028741,fab1,2R,13661469,13669435,-,13659469,13671435,1,13663168,4.6e-09
FBgn0034535,CG11110,2R,16529247,16530063,+,16527247,16532063,0,,
FBgn0085398,CG34369,2R,17851678,17858169,+,17849678,17860169,2,17852752;17856794,4.6e-09;2.6e-09
FBgn0065048,snoRNA:U3:54Aa,2R,13031026,13031198,-,13029026,13033198,1,13030029,4.6e-09
FBgn0050234,tRNA:CR30234,2R,13031470,13031551,-,13029470,13033551,1,13030029,4.6e-09
FBgn0050295,Ipk1,2R,16758296,16766650,+,16756296,16768650,0,,
FBgn0053775,CG33775,2R,8451729,8452406,-,8449729,8454406,0,,
FBgn0010385,Def,2R,5941683,5942081,-,5939683,5944081,1,5941646,2.6e-09
FBgn0050077,blos1,2R,10488783,10489515,+,10486783,10491515,0,,
FBgn0033814,CG4670,2R,9119263,9122801,-,9117263,9124801,2,9117921;9122807,3.5e-10;4.6e-09
FBgn0034229,CG4847,2R,13399018,13401360,+,13397018,13403360,1,13397215,1.5e-10
FBgn0082932,snoRNA:Me28S-G1083d,2R,20073085,20073167,+,20071085,20075167,0,,
FBgn0050198,tRNA:CR30198,2R,20963528,20963599,+,20961528,20965599,1,20961766,2.6e-09
FBgn0041242,Gr47a,2R,6249690,6251089,+,6247690,6253089,1,6251653,4.0e-10
FBgn0083046,snoRNA:Psi18S-1389a,2R,17221439,17221597,+,17219439,17223597,1,17222343,3.5e-10
FBgn0053402,5SrRNA:CR33402,2R,15635548,15635682,-,15633548,15637682,0,,
FBgn0042198,CG16741,2R,16234546,16235094,+,16232546,16237094,2,16233794;16236839,1.5e-10;2.6e-09
FBgn0262837,CG43201,2R,6239961,6240587,-,6237961,6242587,1,6241614,3.5e-10
FBgn0262211,mir-2498,2R,16472214,16472325,-,16470214,16474325,2,16470562;16474081,4.6e-09;5.9e-09
FBgn0261686,CG42733,2R,6243676,6244305,-,6241676,6246305,0,,
FBgn0011704,RnrS,2R,7870650,7872898,-,7868650,7874898,1,7870598,4.6e-09
FBgn0261545,CG42663,2R,8592677,8639050,+,8590677,8641050,5,8605699;8609044;8610568;8614095;8626650,2.6e-09;4.0e-10;4.6e-09;1.5e-10;1.5e-10
FBgn0034879,Rrp4,2R,19442541,19443724,-,19440541,19445724,1,19442325,2.6e-09
FBgn0086669,snoRNA:Psi18S-841a,2R,17214561,17214704,+,17212561,17216704,1,17212699,3.5e-10
FBgn0029082,hbs,2R,10898901,10928883,+,10896901,10930883,4,10903848;10908209;10911793;10920930,4.6e-09;2.6e-09;1.5e-10;3.5e-10
FBgn0033463,CG1513,2R,5770077,5779194,-,5768077,5781194,2,5770744;5776314,1.5e-10;3.5e-10
FBgn0033697,Cyp6t3,2R,8078187,8079941,+,8076187,8081941,0,,
FBgn0020621,Pkn,2R,5139815,5172602,-,5137815,5174602,7,5154654;5156527;5157323;5157740;5159419;5165032;5170326,4.6e-09;3.5e-10;4.6e-09;4.6e-09;1.5e-10;4.0e-10;4.6e-09
FBgn0033321,CG8738,2R,4583933,4586088,+,4581933,4588088,1,4583960,4.6e-09
FBgn0264599,CR43948,2R,5864501,5867089,-,5862501,5869089,1,5865236,1.5e-10
FBgn0265645,CR44452,2R,6544200,6545050,-,6542200,6547050,2,6542780;6543884,2.6e-09;4.0e-10
FBgn0262116,CG40127,2R,74544,75632,-,72544,77632,1,74650,5.9e-09
FBgn0263593,Lpin,2R,4024491,4044159,-,4022491,4046159,3,4024104;4037983;4041497,2.6e-09;3.5e-10;5.9e-09
FBgn0085488,CG34459,2R,12713037,12714153,+,12711037,12716153,0,,
FBgn0263741,CG43666,2R,16675700,16676722,-,16673700,16678722,0,,
FBgn0016131,Cdk4,2R,12466975,12472953,+,12464975,12474953,2,12468951;12471287,4.6e-09;2.6e-09
FBgn0063387,snoRNA:U27:54Eb,2R,13590142,13590213,+,13588142,13592213,0,,
FBgn0011891,tRNA:K2:42Ae,2R,2029877,2029949,-,2027877,2031949,2,2029799;2030056,4.6e-09;1.5e-10
FBgn0033706,Vha36-2,2R,8144787,8146157,+,8142787,8148157,2,8144778;8147506,4.6e-09;4.6e-09
FBgn0262574,CG43114,2R,7198336,7198670,+,7196336,7200670,1,7200377,1.5e-10
FBgn0000352,cos,2R,3269681,3274620,-,3267681,3276620,2,3267746;3272981,4.6e-09;4.6e-09
FBgn0033170,sPLA2,2R,3330369,3331332,+,3328369,3333332,0,,
FBgn0065102,snmRNA:184,2R,17223015,17223049,+,17221015,17225049,1,17222343,3.5e-10
FBgn0050291,CG30291,2R,16895260,16897081,-,16893260,16899081,0,,
FBgn0053357,5SrRNA:CR33357,2R,15652153,15652287,-,15650153,15654287,0,,
FBgn0026176,skpB,2R,8026800,8027734,-,8024800,8029734,1,8024970,4.6e-09
FBgn0026533,Dek,2R,12743725,12749243,+,12741725,12751243,3,12746912;12748586;12750389,4.6e-09;5.9e-09;5.9e-09
FBgn0034329,IM1,2R,14271454,14271883,+,14269454,14273883,2,14269622;14270189,4.6e-09;1.5e-10
FBgn0029147,NtR,2R,18015313,18017689,+,18013313,18019689,0,,
FBgn0034517,Cpr57A,2R,16435873,16437622,-,16433873,16439622,0,,
FBgn0265096,CR44201,2R,3282501,3283699,+,3280501,3285699,1,3284378,4.6e-09
FBgn0063375,snoRNA:Me28S-G3277a,2R,13588952,13589028,+,13586952,13591028,0,,
FBgn0041240,Gr57a,2R,16573110,16574415,-,16571110,16576415,4,16573239;16575859;16575931;16576029,2.6e-09;4.6e-09;4.0e-10;3.5e-10
FBgn0085218,CG34189,2R,12641949,12642430,+,12639949,12644430,1,12642768,3.5e-10
FBgn0028955,CG8788,2R,5025991,5029486,+,5023991,5031486,1,5028413,4.6e-09
FBgn0033629,Tsp47F,2R,7264698,7266682,-,7262698,7268682,2,7265562;7266250,4.6e-09;4.0e-10
FBgn0033401,CG1968,2R,5174332,5176532,+,5172332,5178532,1,5175171,2.6e-09
FBgn0034726,Mes4,2R,18299294,18300087,+,18297294,18302087,2,18298033;18301173,1.5e-10;4.6e-09
FBgn0033720,CG13160,2R,8259099,8262586,+,8257099,8264586,0,,
FBgn0034179,CG6805,2R,12892956,12895006,+,12890956,12897006,1,12895611,4.6e-09
FBgn0265345,CG44299,2R,6670400,6673102,+,6668400,6675102,0,,
FBgn0040778,CG17977,2R,3953779,3955160,-,3951779,3957160,0,,
FBgn0053752,CG33752,2R,8433194,8433806,+,8431194,8435806,0,,
FBgn0028579,phtf,2R,2629404,2633646,+,2627404,2635646,1,2631134,4.0e-10
FBgn0085419,Rgk2,2R,14427090,14436474,+,14425090,14438474,1,14438218,1.5e-10
FBgn0033395,Cyp4p2,2R,5125017,5127336,+,5123017,5129336,0,,
FBgn0034721,CG11298,2R,18235812,18236380,+,18233812,18238380,0,,
FBgn0003391,shg,2R,16937159,16944702,-,16935159,16946702,1,16942622,2.6e-09
FBgn0034887,St1,2R,19569146,19570475,+,19567146,19572475,3,19567685;19570601;19570870,4.6e-09;3.5e-10;5.9e-09
FBgn0262172,mir-307b,2R,5508739,5508858,+,5506739,5510858,1,5508540,2.6e-09
FBgn0085222,CG34193,2R,13397449,13398303,+,13395449,13400303,1,13397215,1.5e-10
FBgn0250822,CG34222,2R,6207349,6208005,-,6205349,6210005,0,,
FBgn0053519,Unc-89,2R,19883066,19901384,-,19881066,19903384,2,19889760;19893907,2.6e-09;2.6e-09
FBgn0046294,CG12699,2R,13134035,13134888,-,13132035,13136888,2,13132461;13136811,1.5e-10;3.5e-10
FBgn0033760,CG8785,2R,8528195,8535729,-,8526195,8537729,3,8533210;8534477;8536598,5.9e-09;3.5e-10;4.6e-09
FBgn0034973,CG13564,2R,19968448,19968915,+,19966448,19970915,0,,
FBgn0033075,Pld,2R,2129509,2142771,+,2127509,2144771,3,2129611;2130068;2134858,2.6e-09;4.6e-09;3.5e-10
FBgn0001133,grau,2R,16897269,16899426,-,16895269,16901426,0,,
FBgn0033569,CG12942,2R,6781964,6784727,+,6779964,6786727,1,6782695,4.6e-09
FBgn0050056,CG30056,2R,8449565,8450160,+,8447565,8452160,0,,
FBgn0259483,Mob4,2R,2582619,2584166,-,2580619,2586166,1,2584782,4.6e-09
FBgn0050323,CG30323,2R,13740800,13741801,+,13738800,13743801,0,,
FBgn0034109,CG7747,2R,12179769,12181635,-,12177769,12183635,0,,
FBgn0041205,key,2R,20673037,20674932,-,20671037,20676932,1,20676697,3.5e-10
FBgn0082926,snoRNA:Me28S-U1848,2R,10510075,10510154,+,10508075,10512154,2,10510089;10510320,2.6e-09;2.6e-09
FBgn0053361,5SrRNA:CR33361,2R,15650680,15650814,-,15648680,15652814,0,,
FBgn0042180,CG18870,2R,17502268,17504412,-,17500268,17506412,1,17506376,2.6e-09
FBgn0025790,TBPH,2R,19746590,19750135,-,19744590,19752135,0,,
FBgn0067102,GlcT-1,2R,17963493,17966886,+,17961493,17968886,0,,
FBgn0033980,Cyp6a20,2R,10769623,10771551,+,10767623,10773551,1,10768772,5.9e-09
FBgn0263335,CR43416,2R,12245242,12245986,+,12243242,12247986,0,,
FBgn0034104,CG15705,2R,12168455,12169134,+,12166455,12171134,2,12167644;12168160,1.5e-10;5.9e-09
FBgn0043533,Obp56f,2R,15600900,15601481,+,15598900,15603481,0,,
FBgn0263397,Ih,2R,10163635,10187600,+,10161635,10189600,7,10161949;10175789;10176008;10179578;10179973;10181711;10187720,1.5e-10;4.6e-09;2.6e-09;4.6e-09;1.5e-10;3.5e-10;2.6e-09
FBgn0082927,snoRNA:Me28S-G3255b,2R,4984268,4984349,+,4982268,4986349,0,,
FBgn0033865,CG6220,2R,9579212,9580874,-,9577212,9582874,0,,
FBgn0050106,CCHa1r,2R,13534353,13552573,-,13532353,13554573,4,13537299;13538149;13539684;13543816,4.0e-10;2.6e-09;4.6e-09;4.6e-09
FBgn0033301,CG12780,2R,4439364,4439758,-,4437364,4441758,0,,
FBgn0027513,ana2,2R,4786234,4787716,-,4784234,4789716,0,,
FBgn0034671,CG13494,2R,17841747,17842350,-,17839747,17844350,1,17843166,1.5e-10
FBgn0053401,5SrRNA:CR33401,2R,15635910,15636044,-,15633910,15638044,0,,
