primary_fbgn,symbol,chrom,start,end,strand,upstream_start,upstream_end,motif_count,motif_positions,motif_eval
FBgn0038803,CG5191,3R,16386587,16398722,+,16384587,16400722,0,,
FBgn0039126,CG13601,3R,19752094,19753356,-,19750094,19755356,0,,
FBgn0015513,mbc,3R,19607487,19627356,+,19605487,19629356,0,,
FBgn0038833,CG15696,3R,16672790,16673470,+,16670790,16675470,0,,
FBgn0017590,klg,3R,18725006,18787453,+,18723006,18789453,4,18759761;18761552;18781106;18781180,8.0e-12;8.0e-12;2.5e-11;2.5e-11
FBgn0001219,Hsc70-4,3R,11068409,11072336,+,11066409,11074336,0,,
FBgn0027338,Kap-alpha3,3R,5400206,5403455,-,5398206,5405455,0,,
FBgn0263626,CR43635,3R,870927,871670,-,868927,873670,0,,
FBgn0039734,Tace,3R,25826252,25829400,+,25824252,25831400,0,,
FBgn0263547,mir-4944,3R,6338727,6338855,-,6336727,6340855,0,,
FBgn0037934,CG6830,3R,7506694,7510064,-,7504694,7512064,0,,
FBgn0038508,CG5866,3R,13241461,13242227,+,13239461,13244227,0,,
FBgn0038440,Gr89a,3R,12323539,12324681,-,12321539,12326681,0,,
FBgn0264291,Det,3R,12975389,12976177,+,12973389,12978177,0,,
FBgn0037560,CR18228,3R,4086428,4087620,-,4084428,4089620,0,,
FBgn0038381,CG3303,3R,11734156,11736089,+,11732156,11738089,0,,
FBgn0260230,CG42504,3R,7853792,7857479,-,7851792,7859479,0,,
FBgn0265418,CR44330,3R,3915636,3916007,+,3913636,3918007,0,,
FBgn0263663,CR43654,3R,18603289,18607187,-,18601289,18609187,0,,
FBgn0039566,CG4849,3R,23789137,23792680,+,23787137,23794680,1,23787505,6.6e-11
FBgn0000039,nAcRalpha-96Ab,3R,20311150,20316869,+,20309150,20318869,0,,
FBgn0037890,CG17734,3R,7067930,7069721,-,7065930,7071721,0,,
FBgn0067783,att-ORFA,3R,16378113,16383389,-,16376113,16385389,0,,
FBgn0046225,CG17230,3R,7263507,7293094,+,7261507,7295094,2,7284130;7293045,6.6e-11;1.7e-11
FBgn0040528,CG15864,3R,4074160,4076046,+,4072160,4078046,0,,
FBgn0003205,Ras85D,3R,5336283,5338789,-,5334283,5340789,0,,
FBgn0010328,woc,3R,23082317,23089777,-,23080317,23091777,0,,
FBgn0039241,CG11089,3R,20702767,20707202,+,20700767,20709202,0,,
FBgn0039867,CstF-50,3R,27561225,27562685,-,27559225,27564685,0,,
FBgn0039505,CG5934,3R,23099427,23100287,+,23097427,23102287,0,,
FBgn0039195,CG17782,3R,20196473,20198484,-,20194473,20200484,1,20198085,8.0e-12
FBgn0039554,CG5003,3R,23739499,23742249,-,23737499,23744249,1,23741187,1.7e-11
FBgn0039601,CG1523,3R,24643064,24645390,-,24641064,24647390,1,24646283,2.5e-11
FBgn0027053,CSN5,3R,12295821,12297128,+,12293821,12299128,1,12295057,2.5e-11
FBgn0037746,CG8478,3R,5589372,5591857,+,5587372,5593857,0,,
FBgn0265420,CR44332,3R,3452604,3453012,-,3450604,3455012,1,3454621,1.7e-11
FBgn0086051,snoRNA:Me28S-U2134a,3R,1451089,1451163,+,1449089,1453163,0,,
FBgn0040554,CR17025,3R,9281233,9291828,-,9279233,9293828,0,,
FBgn0037320,CG14668,3R,1212367,1213413,-,1210367,1215413,1,1211719,6.6e-11
FBgn0062411,Ctr1C,3R,26789012,26790042,-,26787012,26792042,0,,
FBgn0000024,Ace,3R,9048673,9085239,-,9046673,9087239,1,9075511,6.6e-11
FBgn0038583,CG7183,3R,14043869,14046421,-,14041869,14048421,1,14042288,8.0e-12
FBgn0039124,tbrd-1,3R,19717319,19719105,-,19715319,19721105,0,,
FBgn0259212,cno,3R,998202,1043178,-,996202,1045178,4,1001139;1022481;1032697;1038437,2.5e-11;2.5e-11;2.5e-11;2.5e-11
FBgn0011845,tRNA:D:96A,3R,20381024,20381095,+,20379024,20383095,0,,
FBgn0038257,smp-30,3R,10571623,10576968,-,10569623,10578968,0,,
FBgn0051279,CG31279,3R,12256403,12258619,+,12254403,12260619,0,,
FBgn0004369,Ptp99A,3R,25203368,25312853,+,25201368,25314853,1,25293255,1.7e-11
FBgn0260759,CG42557,3R,25759009,25760309,+,25757009,25762309,0,,
FBgn0085330,CG34301,3R,4599157,4599532,+,4597157,4601532,0,,
FBgn0004189,snRNA:U6:96Ab,3R,20382414,20382520,+,20380414,20384520,0,,
FBgn0013576,mtd,3R,1095838,1176165,-,1093838,1178165,3,1103702;1168520;1170419,8.0e-12;2.5e-11;1.7e-11
FBgn0265146,CR44215,3R,9979712,9980163,-,9977712,9982163,0,,
FBgn0264005,Hmx,3R,13384652,13394126,+,13382652,13396126,0,,
FBgn0261019,moi,3R,14081252,14083399,+,14079252,14085399,0,,
FBgn0051518,tRNA:CR31518,3R,13934715,13934786,+,13932715,13936786,0,,
FBgn0086370,sra,3R,12012656,12023315,+,12010656,12025315,0,,
FBgn0261291,CheA86a,3R,6970068,6970957,-,6968068,6972957,0,,
FBgn0039758,CG9737,3R,26066990,26069034,-,26064990,26071034,0,,
FBgn0038678,mRpL55,3R,14920118,14920624,-,14918118,14922624,0,,
FBgn0039510,CG3339,3R,23120008,23148047,-,23118008,23150047,4,23125539;23127863;23145935;23146797,8.0e-12;8.0e-12;8.0e-12;1.7e-11
FBgn0250753,exba,3R,1421086,1426858,-,1419086,1428858,2,1423756;1423978,6.6e-11;8.0e-12
FBgn0262722,CG43166,3R,20651513,20652193,-,20649513,20654193,0,,
FBgn0037831,Cap-H2,3R,6587032,6592478,+,6585032,6594478,0,,
FBgn0039056,CenB1A,3R,18944122,18949939,+,18942122,18951939,0,,
FBgn0047114,CG31142,3R,19754965,19755710,+,19752965,19757710,0,,
FBgn0012001,tRNA:V3b:84Dd,3R,3301625,3301697,-,3299625,3303697,0,,
FBgn0038479,CG17477,3R,12951810,12952660,-,12949810,12954660,0,,
FBgn0038325,CG6194,3R,11179442,11182646,-,11177442,11184646,0,,
FBgn0037924,CG14712,3R,7454481,7458928,+,7452481,7460928,3,7457503;7458217;7459302,2.5e-11;2.5e-11;1.7e-11
FBgn0042103,CG18746,3R,3614004,3615909,-,3612004,3617909,0,,
FBgn0039111,Plip,3R,19584061,19585328,+,19582061,19587328,0,,
FBgn0261285,Ppcs,3R,14964776,14973632,-,14962776,14975632,0,,
FBgn0016754,sba,3R,19719896,19748695,-,19717896,19750695,1,19747633,1.7e-11
FBgn0038458,VhaM9.7-d,3R,12800926,12801419,+,12798926,12803419,1,12802814,2.5e-11
FBgn0259113,DNApol-alpha180,3R,17492284,17497472,-,17490284,17499472,1,17491583,2.5e-11
FBgn0265101,Sgt1,3R,4129912,4130996,-,4127912,4132996,0,,
FBgn0037881,CG10703,3R,7053880,7056322,-,7051880,7058322,0,,
FBgn0259733,tal-AA,3R,9638831,9640370,+,9636831,9642370,1,9637673,2.5e-11
FBgn0262742,Fas1,3R,12450960,12465493,+,12448960,12467493,0,,
FBgn0051516,CG31516,3R,44185,45852,-,42185,47852,0,,
FBgn0037630,Ir85a,3R,4620406,4622367,+,4618406,4624367,1,4620302,2.5e-11
FBgn0037897,CG5270,3R,7247814,7255691,+,7245814,7257691,0,,
FBgn0037758,CG9467,3R,5623491,5626748,-,5621491,5628748,1,5622955,8.0e-12
FBgn0004777,Ccp84Ag,3R,2512450,2513761,+,2510450,2515761,1,2515007,1.7e-11
FBgn0015324,Vha26,3R,1417485,1420421,+,1415485,1422421,0,,
FBgn0037719,bocksbeutel,3R,5415190,5416724,-,5413190,5418724,0,,
FBgn0085329,CG34300,3R,26131530,26132362,-,26129530,26134362,0,,
FBgn0039521,CG5402,3R,23327812,23328678,-,23325812,23330678,0,,
FBgn0037261,CG9775,3R,463732,467560,-,461732,469560,2,463115;463245,2.5e-11;1.7e-11
FBgn0000277,CecA2,3R,26037878,26038290,+,26035878,26040290,1,26035912,2.5e-11
FBgn0026315,Ugt35a,3R,6996539,6998386,-,6994539,7000386,0,,
FBgn0038252,CG3509,3R,10489165,10490544,+,10487165,10492544,0,,
FBgn0039802,dj-1beta,3R,26632839,26633700,+,26630839,26635700,0,,
FBgn0037489,CG1234,3R,3069954,3072691,-,3067954,3074691,0,,
FBgn0038447,CG14892,3R,12420136,12422963,+,12418136,12424963,0,,
FBgn0010040,GstD4,3R,8199824,8200546,+,8197824,8202546,0,,
FBgn0038986,CG5278,3R,18384064,18388294,-,18382064,18390294,0,,
FBgn0263501,CR43490,3R,13113510,13114540,+,13111510,13116540,0,,
FBgn0024288,Sox100B,3R,26890975,26909129,+,26888975,26911129,2,26900166;26907303,1.7e-11;1.7e-11
FBgn0038499,Brf,3R,13200555,13217059,-,13198555,13219059,2,13201262;13213760,1.7e-11;1.7e-11
FBgn0039261,CG6422,3R,20859598,20864971,-,20857598,20866971,0,,
FBgn0261436,DhpD,3R,53109,54960,-,51109,56960,0,,
FBgn0038168,omd,3R,9505162,9512932,-,9503162,9514932,0,,
FBgn0037942,CG14721,3R,7561169,7562599,+,7559169,7564599,0,,
FBgn0085346,CG34317,3R,25882581,25883853,+,25880581,25885853,0,,
FBgn0038166,CG9588,3R,9500814,9502403,-,9498814,9504403,1,9499633,6.6e-11
FBgn0040250,Ugt86Dj,3R,6999163,7001130,-,6997163,7003130,0,,
FBgn0039568,CG4815,3R,23815421,23816473,-,23813421,23818473,0,,
FBgn0264916,CR44107,3R,14974844,14975279,+,14972844,14977279,1,14976348,2.5e-11
FBgn0038472,CG3995,3R,12867618,12868858,-,12865618,12870858,0,,
FBgn0262434,mir-11,3R,17448219,17448293,-,17446219,17450293,0,,
FBgn0037675,HP1e,3R,5147492,5148083,+,5145492,5150083,0,,
FBgn0051216,Naam,3R,15497172,15524464,+,15495172,15526464,1,15508877,2.5e-11
FBgn0003512,Sry-delta,3R,25869063,25870608,+,25867063,25872608,0,,
FBgn0038727,CG7432,3R,15490729,15496549,+,15488729,15498549,0,,
FBgn0053111,CG33111,3R,19627436,19644959,-,19625436,19646959,0,,
FBgn0004897,fd96Ca,3R,20908406,20910600,+,20906406,20912600,0,,
FBgn0038851,dmrt93B,3R,16899729,16902520,+,16897729,16904520,0,,
FBgn0262424,mir-10,3R,2635228,2635304,-,2633228,2637304,0,,
FBgn0038301,CG6654,3R,11036999,11039380,-,11034999,11041380,0,,
FBgn0038695,CG14280,3R,15082988,15085854,+,15080988,15087854,0,,
FBgn0038972,CG7054,3R,18290707,18291660,+,18288707,18293660,0,,
FBgn0083966,CG34130,3R,22014726,22015699,-,22012726,22017699,0,,
FBgn0037683,CG18473,3R,5189027,5190560,+,5187027,5192560,0,,
FBgn0037440,CG1041,3R,2196748,2199747,-,2194748,2201747,0,,
FBgn0265041,CG44158,3R,14034501,14035004,+,14032501,14037004,0,,
FBgn0051410,Npc2e,3R,5879054,5880070,+,5877054,5882070,0,,
FBgn0039666,Diedel,3R,25319574,25319989,+,25317574,25321989,0,,
FBgn0039159,mRpS24,3R,19988551,19989267,-,19986551,19991267,1,19990739,2.5e-11
FBgn0262105,CR42858,3R,5649977,5650586,-,5647977,5652586,0,,
FBgn0037606,CG8032,3R,4490047,4493494,+,4488047,4495494,0,,
FBgn0038098,CG7381,3R,8793497,8803193,-,8791497,8805193,0,,
FBgn0038638,CG7702,3R,14495114,14500401,+,14493114,14502401,2,14498919;14501139,8.0e-12;6.6e-11
FBgn0262422,mir-1011,3R,16679027,16679080,-,16677027,16681080,0,,
FBgn0026399,Or85e,3R,4460042,4461600,-,4458042,4463600,1,4459344,2.5e-11
FBgn0053773,CG33773,3R,26861068,26861846,+,26859068,26863846,0,,
FBgn0038170,CG14367,3R,9519775,9521235,+,9517775,9523235,0,,
FBgn0265202,CR44262,3R,26009567,26010120,-,26007567,26012120,2,26008373;26010634,2.5e-11;2.5e-11
FBgn0037722,CG8319,3R,5453043,5454398,+,5451043,5456398,1,5454102,1.7e-11
FBgn0037950,HisCl1,3R,7612898,7615115,+,7610898,7617115,1,7616993,2.5e-11
FBgn0046878,Obp83cd,3R,1933856,1935455,+,1931856,1937455,0,,
FBgn0039088,CG10164,3R,19380045,19382495,-,19378045,19384495,1,19380612,6.6e-11
FBgn0261395,Prosalpha3T,3R,26947855,26949239,-,26945855,26951239,0,,
FBgn0038223,Afti,3R,10145913,10152411,-,10143913,10154411,1,10144123,8.0e-12
FBgn0039551,Or98a,3R,23671672,23672982,+,23669672,23674982,0,,
FBgn0039332,alrm,3R,21206785,21208503,-,21204785,21210503,0,,
FBgn0037614,CG8116,3R,4541965,4547042,+,4539965,4549042,3,4539971;4545645;4546604,2.5e-11;8.0e-12;8.0e-12
FBgn0037780,CG3925,3R,5874921,5877249,+,5872921,5879249,0,,
FBgn0037782,Npc2d,3R,5881078,5881805,-,5879078,5883805,0,,
FBgn0261006,snoRNA:83E4-5,3R,2201081,2201220,+,2199081,2203220,0,,
FBgn0038132,CG15887,3R,9113377,9114535,-,9111377,9116535,0,,
FBgn0039064,CG4467,3R,19053449,19074625,-,19051449,19076625,2,19058737;19070888,1.7e-11;2.5e-11
FBgn0085312,CG34283,3R,14547726,14548244,-,14545726,14550244,0,,
FBgn0038626,CG7691,3R,14385591,14387075,+,14383591,14389075,1,14386702,2.5e-11
FBgn0039323,CG10559,3R,21140216,21141838,-,21138216,21143838,0,,
FBgn0003261,Rm62,3R,1826148,1834301,-,1824148,1836301,2,1824699;1827358,8.0e-12;2.5e-11
FBgn0028499,CG7985,3R,14025579,14040723,+,14023579,14042723,4,14028033;14030867;14037733;14042288,1.7e-11;2.5e-11;1.7e-11;8.0e-12
FBgn0263652,CR43643,3R,21843749,21845031,-,21841749,21847031,0,,
FBgn0051070,tRNA:CR31070,3R,22773234,22773305,-,22771234,22775305,0,,
FBgn0015279,Pi3K92E,3R,16454694,16460454,-,16452694,16462454,1,16459655,8.0e-12
FBgn0003482,spn-D,3R,22991438,22992844,+,22989438,22994844,0,,
FBgn0038715,CG7333,3R,15426357,15428351,+,15424357,15430351,1,15427703,8.0e-12
FBgn0039067,wda,3R,19080792,19083809,-,19078792,19085809,0,,
FBgn0038035,lig3,3R,8224733,8227561,-,8222733,8229561,0,,
FBgn0051032,CR31032,3R,25684763,25685587,-,25682763,25687587,1,25684166,2.5e-11
FBgn0038358,CG4525,3R,11600097,11603362,+,11598097,11605362,0,,
FBgn0051084,CR31084,3R,22251076,22254122,+,22249076,22256122,1,22253708,1.7e-11
FBgn0037398,CG15580,3R,1880432,1883258,-,1878432,1885258,0,,
FBgn0264833,CR44041,3R,26747404,26748105,+,26745404,26750105,0,,
FBgn0041225,Gr94a,3R,18877411,18878625,+,18875411,18880625,1,18880011,2.5e-11
FBgn0000557,Ef1alpha100E,3R,27564190,27569028,+,27562190,27571028,1,27570479,2.5e-11
FBgn0037383,CG2023,3R,1647748,1650226,-,1645748,1652226,0,,
FBgn0259740,CG42394,3R,6675545,6677510,+,6673545,6679510,0,,
FBgn0011476,l(3)neo43,3R,11103703,11104351,-,11101703,11106351,1,11101758,2.5e-11
FBgn0259146,CG42261,3R,21795802,21808458,+,21793802,21810458,1,21808778,6.6e-11
FBgn0037875,CG6672,3R,7038030,7040261,-,7036030,7042261,0,,
FBgn0262825,CG43196,3R,13207851,13208489,-,13205851,13210489,0,,
FBgn0039324,CG10553,3R,21142183,21143833,-,21140183,21145833,1,21145645,6.6e-11
FBgn0038747,RhoGAP92B,3R,15730861,15739452,+,15728861,15741452,1,15733348,2.5e-11
FBgn0263236,SP1029,3R,25070683,25076173,-,25068683,25078173,0,,
FBgn0053107,CG33107,3R,18409074,18410440,-,18407074,18412440,0,,
FBgn0051202,CG31202,3R,25754423,25756108,-,25752423,25758108,1,25754564,1.7e-11
FBgn0011739,wts,3R,26615347,26632341,-,26613347,26634341,1,26615114,8.0e-12
FBgn0039429,CG14238,3R,22283971,22286703,+,22281971,22288703,0,,
FBgn0015541,sda,3R,22741483,22771031,+,22739483,22773031,0,,
FBgn0038304,CG12241,3R,11044978,11048093,+,11042978,11050093,1,11048512,1.7e-11
FBgn0004359,T48,3R,22707456,22736719,+,22705456,22738719,0,,
FBgn0038274,Nup93-2,3R,10721425,10724090,-,10719425,10726090,0,,
FBgn0263408,CR43454,3R,18822176,18823507,+,18820176,18825507,0,,
FBgn0039473,CG17191,3R,22844330,22845473,-,22842330,22847473,0,,
FBgn0037465,CG1105,3R,2889908,2892858,-,2887908,2894858,1,2894481,2.5e-11
FBgn0015542,sima,3R,25884033,25947520,+,25882033,25949520,0,,
FBgn0038159,CG14369,3R,9417354,9418379,-,9415354,9420379,0,,
FBgn0261987,Pxt,3R,13545176,13548677,+,13543176,13550677,0,,
FBgn0038511,CG5873,3R,13251490,13272221,+,13249490,13274221,0,,
FBgn0039153,CG5463,3R,19953771,19955977,-,19951771,19957977,1,19952007,1.7e-11
FBgn0039481,Cpr97Eb,3R,22915426,22916852,-,22913426,22918852,0,,
FBgn0005696,DNApol-alpha73,3R,23064885,23066950,+,23062885,23068950,0,,
FBgn0037762,eloF,3R,5639883,5640880,+,5637883,5642880,0,,
FBgn0085319,CG34290,3R,20114275,20115540,-,20112275,20117540,0,,
FBgn0038240,CG14851,3R,10388062,10388567,+,10386062,10390567,0,,
FBgn0053536,tRNA:CR33536,3R,19938686,19938769,+,19936686,19940769,0,,
FBgn0051475,CG31475,3R,15006381,15026818,+,15004381,15028818,0,,
FBgn0039043,CG17121,3R,18870386,18873936,-,18868386,18875936,0,,
FBgn0037387,CG1213,3R,1666892,1672290,+,1664892,1674290,0,,
FBgn0037344,CG2926,3R,1405023,1414102,-,1403023,1416102,0,,
FBgn0002592,E(spl)m2-BFM,3R,21842236,21843192,-,21840236,21845192,0,,
FBgn0038149,CG9796,3R,9224248,9227584,-,9222248,9229584,0,,
FBgn0261113,Xrp1,3R,14740690,14752711,+,14738690,14754711,0,,
FBgn0260642,Antp,3R,2721975,2824950,-,2719975,2826950,3,2762628;2816757;2823228,8.0e-12;1.7e-11;2.5e-11
FBgn0015229,glec,3R,17676416,17681988,-,17674416,17683988,0,,
FBgn0037822,CG14683,3R,6522369,6524698,+,6520369,6526698,0,,
FBgn0038344,CG5205,3R,11311772,11319032,+,11309772,11321032,0,,
FBgn0265276,l(3)neo38,3R,7590760,7604850,-,7588760,7606850,1,7602860,2.5e-11
FBgn0038319,mRpL9,3R,11156460,11157310,+,11154460,11159310,0,,
FBgn0265065,CR44176,3R,10247473,10248271,-,10245473,10250271,0,,
FBgn0260713,CG42544,3R,3130314,3130676,+,3128314,3132676,2,3131985;3132109,2.5e-11;8.0e-12
FBgn0037999,CG4860,3R,8045603,8047186,-,8043603,8049186,0,,
FBgn0027620,Acf1,3R,27619703,27625521,+,27617703,27627521,1,27621112,8.0e-12
FBgn0002962,nos,3R,14982960,14985924,+,14980960,14987924,0,,
FBgn0013812,Dhc93AB,3R,16850302,16868221,-,16848302,16870221,1,16867105,6.6e-11
FBgn0001234,Hsromega,3R,17121849,17143558,+,17119849,17145558,1,17124340,8.0e-12
FBgn0038916,dnd,3R,17711398,17713077,-,17709398,17715077,0,,
FBgn0039636,Atg14,3R,24942113,24944112,+,24940113,24946112,0,,
FBgn0004908,Arl2,3R,4166822,4167594,+,4164822,4169594,1,4165479,2.5e-11
FBgn0039344,CG4582,3R,21406945,21408901,-,21404945,21410901,1,21406413,2.5e-11
FBgn0261819,CG42761,3R,9433771,9434112,-,9431771,9436112,0,,
FBgn0039872,salt,3R,27577547,27580427,-,27575547,27582427,0,,
FBgn0037933,Ho,3R,7505465,7506698,+,7503465,7508698,0,,
FBgn0045980,niki,3R,20648123,20651370,-,20646123,20653370,0,,
FBgn0264828,CR44036,3R,8065399,8066249,+,8063399,8068249,0,,
FBgn0037779,CG12811,3R,5872974,5874519,-,5870974,5876519,0,,
FBgn0083055,snoRNA:Psi18S-1295,3R,16648332,16648471,+,16646332,16650471,0,,
FBgn0053193,sav,3R,18884331,18887026,-,18882331,18889026,1,18884211,8.0e-12
FBgn0037312,CG11999,3R,1179439,1180469,-,1177439,1182469,0,,
FBgn0039471,CG6295,3R,22831621,22832777,-,22829621,22834777,0,,
FBgn0037456,CG1138,3R,2422347,2423744,-,2420347,2425744,0,,
FBgn0037964,CG14731,3R,7756984,7759365,+,7754984,7761365,1,7756955,1.7e-11
FBgn0265161,CR44230,3R,6508354,6510146,+,6506354,6512146,0,,
FBgn0261928,CG42795,3R,6051476,6076999,+,6049476,6078999,0,,
FBgn0028708,Mst85C,3R,4874367,4877953,+,4872367,4879953,0,,
FBgn0265062,CG44173,3R,15104497,15105450,-,15102497,15107450,0,,
FBgn0038571,CG7215,3R,13991164,13992995,-,13989164,13994995,0,,
FBgn0039840,CG11340,3R,27128211,27131106,-,27126211,27133106,0,,
FBgn0037429,Osi19,3R,2161084,2162918,+,2159084,2164918,0,,
FBgn0037635,CG9837,3R,4633401,4639301,-,4631401,4641301,0,,
FBgn0038957,CG7059,3R,18215502,18218071,+,18213502,18220071,0,,
FBgn0037414,Osi7,3R,2074716,2077405,+,2072716,2079405,0,,
FBgn0038719,CG16727,3R,15439103,15441506,+,15437103,15443506,1,15440610,8.0e-12
FBgn0039774,CDase,3R,26285243,26291458,+,26283243,26293458,0,,
FBgn0025865,Cortactin,3R,16887402,16890193,-,16885402,16892193,1,16888725,2.5e-11
FBgn0039008,CG6972,3R,18527729,18530061,+,18525729,18532061,0,,
FBgn0260241,tatl,3R,14081252,14083399,+,14079252,14085399,0,,
FBgn0038373,CG4546,3R,11672230,11674158,+,11670230,11676158,0,,
FBgn0039024,CG4721,3R,18589682,18591891,-,18587682,18593891,0,,
FBgn0003495,spz,3R,22890712,22895792,-,22888712,22897792,0,,
FBgn0264904,CR44095,3R,10394684,10395593,+,10392684,10397593,0,,
FBgn0260942,bond,3R,18376402,18382216,+,18374402,18384216,0,,
FBgn0038039,CG5196,3R,8234038,8237490,+,8232038,8239490,1,8234188,6.6e-11
FBgn0039355,CG4730,3R,21502794,21504404,-,21500794,21506404,0,,
FBgn0038925,Cchl,3R,17851697,17853202,-,17849697,17855202,0,,
FBgn0086901,cv-c,3R,10217405,10307435,-,10215405,10309435,4,10234034;10242508;10276259;10285857,2.5e-11;6.6e-11;2.5e-11;6.6e-11
FBgn0039486,CG6074,3R,22928710,22931906,-,22926710,22933906,0,,
FBgn0037295,dpr16,3R,976630,995843,+,974630,997843,1,989893,6.6e-11
FBgn0028691,Rpn9,3R,19557097,19559184,-,19555097,19561184,1,19557824,1.7e-11
FBgn0042207,CG18530,3R,8459081,8460374,+,8457081,8462374,0,,
FBgn0015625,CycB3,3R,20693656,20696538,-,20691656,20698538,0,,
FBgn0265379,CR44320,3R,22020972,22035938,+,22018972,22037938,0,,
FBgn0085465,CG34436,3R,24108302,24109270,+,24106302,24111270,0,,
FBgn0051525,CG31525,3R,252752,253922,+,250752,255922,0,,
FBgn0086472,RpS25,3R,7040750,7042009,-,7038750,7044009,0,,
FBgn0053783,CG33783,3R,5892492,5893289,+,5890492,5895289,0,,
FBgn0011999,tRNA:V3b:84Db,3R,3277019,3277091,+,3275019,3279091,0,,
FBgn0014141,cher,3R,12917255,12951111,-,12915255,12953111,0,,
FBgn0038723,CG6195,3R,15472652,15474224,-,15470652,15476224,0,,
FBgn0000244,by,3R,5353960,5358733,-,5351960,5360733,0,,
FBgn0037906,PGRP-LB,3R,7278571,7286274,-,7276571,7288274,1,7284130,6.6e-11
FBgn0037520,CG18268,3R,3628553,3630154,-,3626553,3632154,0,,
FBgn0051004,mesh,3R,27004111,27021484,-,27002111,27023484,1,27022634,6.6e-11
FBgn0037512,CG2616,3R,3548139,3550437,+,3546139,3552437,1,3550816,2.5e-11
FBgn0037283,CG14658,3R,655633,656235,-,653633,658235,0,,
FBgn0004395,unk,3R,18975375,18983584,-,18973375,18985584,0,,
FBgn0262588,CG43125,3R,24088457,24089344,-,24086457,24091344,0,,
FBgn0004778,Ccp84Af,3R,2515324,2515961,-,2513324,2517961,1,2515007,1.7e-11
FBgn0038395,CG10407,3R,11870469,11871852,-,11868469,11873852,0,,
FBgn0004103,Pp1-87B,3R,8249343,8251639,-,8247343,8253639,0,,
FBgn0037974,CG12224,3R,7806426,7808344,-,7804426,7810344,0,,
FBgn0039358,CG5028,3R,21506567,21509502,+,21504567,21511502,0,,
FBgn0039164,CG5524,3R,20014772,20019145,-,20012772,20021145,0,,
FBgn0051055,CG31055,3R,23511354,23513856,-,23509354,23515856,0,,
FBgn0038341,CG14869,3R,11267968,11301915,-,11265968,11303915,0,,
FBgn0000147,aur,3R,7788846,7790548,+,7786846,7792548,1,7791724,6.6e-11
FBgn0023212,Elongin-B,3R,16403944,16405572,-,16401944,16407572,0,,
FBgn0265316,CR44289,3R,23361553,23363625,-,23359553,23365625,0,,
FBgn0037700,CG8149,3R,5330378,5331587,+,5328378,5333587,0,,
FBgn0037220,CG14641,3R,56501,58064,-,54501,60064,1,57452,1.7e-11
FBgn0263130,CR43372,3R,17356709,17358708,-,17354709,17360708,0,,
FBgn0262382,mir-1010,3R,18118601,18118671,+,18116601,18120671,1,18119263,2.5e-11
FBgn0038054,CG5509,3R,8278186,8278918,+,8276186,8280918,0,,
FBgn0261504,7SLRNA:CR42652,3R,2645855,2646153,-,2643855,2648153,0,,
FBgn0041710,yellow-f,3R,8817171,8818923,-,8815171,8820923,0,,
FBgn0038461,CG3678,3R,12816056,12817600,-,12814056,12819600,0,,
FBgn0051211,CG31211,3R,7775402,7779760,+,7773402,7781760,0,,
FBgn0038529,CG14323,3R,13446921,13447834,-,13444921,13449834,0,,
FBgn0260003,Dys,3R,15286807,15423010,+,15284807,15425010,3,15326374;15331149;15374055,2.5e-11;8.0e-12;2.5e-11
FBgn0046258,CG12880,3R,23511684,23518512,+,23509684,23520512,0,,
FBgn0261455,scaRNA:mgU5-38,3R,17862065,17862165,+,17860065,17864165,2,17862323;17863039,8.0e-12;1.7e-11
FBgn0013995,Calx,3R,16803907,16841335,+,16801907,16843335,2,16805070;16828296,2.5e-11;8.0e-12
FBgn0038960,CG13855,3R,18231661,18234362,+,18229661,18236362,1,18230688,1.7e-11
FBgn0039818,CG11318,3R,26932084,26934913,-,26930084,26936913,0,,
FBgn0039770,CG15537,3R,26260899,26269321,-,26258899,26271321,0,,
FBgn0039704,neo,3R,25644853,25651522,+,25642853,25653522,0,,
FBgn0037554,DNApol-iota,3R,4059229,4063111,+,4057229,4065111,0,,
FBgn0263384,CR43436,3R,27592846,27593512,-,27590846,27595512,0,,
FBgn0038945,CG5386,3R,18167012,18167936,-,18165012,18169936,0,,
FBgn0039627,CG11837,3R,24875215,24876443,+,24873215,24878443,0,,
FBgn0039210,CG13625,3R,20408789,20410882,-,20406789,20412882,0,,
FBgn0003279,RpL4,3R,23748543,23750610,+,23746543,23752610,0,,
FBgn0003248,Rh2,3R,14725145,14726741,+,14723145,14728741,2,14724949;14726473,8.0e-12;8.0e-12
FBgn0039017,CG6985,3R,18566872,18568803,+,18564872,18570803,0,,
FBgn0010038,GstD2,3R,8197693,8198426,+,8195693,8200426,0,,
FBgn0051533,CG31533,3R,9980450,9983153,-,9978450,9985153,0,,
FBgn0001098,Gdh,3R,19761680,19768823,-,19759680,19770823,0,,
FBgn0016685,Nlp,3R,25830507,25836074,+,25828507,25838074,0,,
FBgn0038361,CG9589,3R,11614243,11615216,+,11612243,11617216,1,11615810,2.5e-11
FBgn0051481,pb,3R,2533522,2567785,-,2531522,2569785,1,2544866,6.6e-11
FBgn0051158,Efa6,3R,18413477,18434564,+,18411477,18436564,1,18435782,2.5e-11
FBgn0026059,Mhcl,3R,11894245,11924483,-,11892245,11926483,1,11923224,6.6e-11
FBgn0038859,Obp93a,3R,16954672,16955439,-,16952672,16957439,0,,
FBgn0038546,CG7379,3R,13622098,13624026,-,13620098,13626026,0,,
